inference,AUC,TSS,sd.TSS,Threshold,mean.fp,sd.fp,mean.fn,sd.fn
Fish corrected neutral,0.728056709512943,0.45611341902588604,0.12232010709077688,1.5e-4,0.32046680348847245,0.09969613500866138,0.01059627668858568,0.009094423198120016
Fish corrected niche + Neutral,0.779168811079261,0.558337622158522,0.10862196843445077,1.5e-4,0.22351687372158524,0.08363907322033418,0.01059627668858568,0.009094423198120016
