card,m,y,catchname,catch,locality,time,org,map,east,north,altitude,penet,fishmeth,effort,pass,spcode,abund,number,minl,maxl,nzreach
107317,1,2010,Taieri River,743.09,Silver Stream,1454,doco,I44,2298019,5476541,15,30,efp,,,saltru,,1,,,14061357
107317,1,2010,Taieri River,743.09,Silver Stream,1454,doco,I44,2298019,5476541,15,30,efp,,,galmac,,67,,,14061357
107317,1,2010,Taieri River,743.09,Silver Stream,1454,doco,I44,2298019,5476541,15,30,efp,,,angdie,,1,,,14061357
107317,1,2010,Taieri River,743.09,Silver Stream,1454,doco,I44,2298019,5476541,15,30,efp,,,geoaus,,4,,,14061357
107318,1,2010,Taieri River,743.09,Silver Stream,1544,doco,I44,2298173,5476656,15,30,efp,,,gobcot,,3,,,14061357
107318,1,2010,Taieri River,743.09,Silver Stream,1544,doco,I44,2298173,5476656,15,30,efp,,,angdie,,1,,,14061357
107318,1,2010,Taieri River,743.09,Silver Stream,1544,doco,I44,2298173,5476656,15,30,efp,,,galmac,,5,,,14061357
107319,1,2010,Taieri River,743.09,Silver Stream,1549,doco,I44,2298515,5476924,15,30,efp,,,angdie,,1,,,14061357
107319,1,2010,Taieri River,743.09,Silver Stream,1549,doco,I44,2298515,5476924,15,30,efp,,,galmac,,3,,,14061357
107319,1,2010,Taieri River,743.09,Silver Stream,1549,doco,I44,2298515,5476924,15,30,efp,,,gobcot,,1,,,14061357
107319,1,2010,Taieri River,743.09,Silver Stream,1549,doco,I44,2298515,5476924,15,30,efp,,,saltru,,5,,,14061357
107319,1,2010,Taieri River,743.09,Silver Stream,1549,doco,I44,2298515,5476924,15,30,efp,,,galmac,,6,,,14061357
107320,10,2013,Taieri River,743.58,Maori Hen Creek tributary,1556,doco,I42,2305849,5539351,666,157,efp,,,nospec,,,,,14041545
107321,10,2013,Taieri River,743.58,Maori Hen Creek tributary,1600,doco,I42,2305582,5539342,626,157,efp,,,nospec,,,,,14041545
107322,10,2013,Taieri River,743.58,Maori Hen Creek tributary,1604,doco,I42,2305387,5539256,571,154,efp,,,nospec,,,,,14040711
107323,10,2013,Taieri River,743.58,Maori Hen Creek tributary,1607,doco,I42,2305386,5539992,602,156,efp,,,nospec,,,,,14041327
107324,10,2013,Taieri River,743.58,Maori Hen Creek,803,doco,I42,2304609,5540007,571,154,efp,,,parane,,,,,14040711
107325,10,2013,Taieri River,743.58,Maori Hen Creek,807,doco,I42,2304728,5539872,571,154,efp,,,parane,,3,,,14040711
107326,10,2013,Taieri River,743.58,Maori Hen Creek,810,doco,I42,2304734,5539679,571,154,efp,,,parane,,1,,,14040711
107327,10,2013,Taieri River,743.58,Maori Hen Creek tributary,813,doco,I42,2304903,5539373,571,154,efp,,,nospec,,,,,14040711
107353,12,2002,Taieri River,743.05,Waipori River tributary,1406,doco,H45,2250430,5487029,689,81,efp,,,nospec,,,,,14058803
107354,12,2002,Taieri River,743.05,Waipori River tributary,1411,doco,H45,2250720,5490637,827,84,efp,,,galpul,,10,,,14057700
107359,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2284847,5550208,440,174,vbd,,,nospec,,,,,14035158
107360,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2285750,5547377,554,176,efp,,,nospec,,,,,14037372
107361,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2285728,5547073,554,176,spo,,,nospec,,,,,14037372
107362,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2285823,5546988,554,176,vbd,,,nospec,,,,,14037372
107363,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2285892,5546934,554,176,efp,,,nospec,,,,,14037372
107364,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2287198,5546635,719,177,efp,,,nospec,,,,,14037756
107365,7,2016,Taieri River,743,Taieri River tributary,,doco,I45,2287459,5546878,719,177,vbd,,,nospec,,,,,14037756
107366,7,2016,Taieri River,743.864,Shepherds Hut Creek tributary,,doco,H43,2288635,5547291,696,176,spo,,,nospec,,,,,14037917
107367,7,2016,Taieri River,743.864,Shepherds Hut Creek tributary,,doco,H43,2288330,5547200,760,177,vbd,,,nospec,,,,,14038237
107368,7,2016,Taieri River,743.62,Hound Burn,,doco,I42,2295215,5552953,338,156,efp,,,gobbre,,1,,,14035142
107369,7,2016,Taieri River,743.62,Hound Burn tributary,,doco,I42,2297743,5556384,381,161,sdn,,,nospec,,,,,14033855
107370,7,2016,Taieri River,743.62,Hound Burn tributary,,doco,I42,2297747,5555850,380,161,efp,,,nospec,,,,,14034051
107371,7,2016,Taieri River,743.62,Hound Burn tributary,,doco,I42,2296614,5554809,406,159,vbd,,,nospec,,,,,14034531
107429,6,2016,Taieri River,743.63,Swin Burn tributary,1500,doco,I42,2303083,5560999,674,172,efp,,,saltru,,1,,,14031533
107430,6,2016,Taieri River,743.63,Swin Burn tributary,1521,doco,I42,2303160,5560995,674,172,efp,,,galano,,1,,,14031533
107431,6,2016,Taieri River,743.63,Swin Burn tributary,1525,doco,I42,2303188,5560999,674,172,efp,,,galano,,2,,,14031533
107432,6,2016,Taieri River,743.63,Swin Burn tributary,1529,doco,I42,2303214,5560996,674,172,efp,,,galano,,3,,,14031533
107433,6,2016,Taieri River,743.63,Swin Burn tributary,1535,doco,I42,2303230,5560993,674,172,efp,,,galano,,5,,,14031533
107434,6,2016,Taieri River,743.63,Swin Burn tributary,1539,doco,I42,2303263,5560994,674,172,efp,,,galano,,5,,,14031533
107435,6,2016,Taieri River,743.63,Swin Burn tributary,1543,doco,I42,2303299,5560986,674,172,efp,,,galano,,1,,,14031533
107436,6,2016,Taieri River,743.63,Swin Burn tributary,1546,doco,I42,2303325,5560988,674,172,efp,,,galano,,10,,,14031533
107437,5,2016,Taieri River,743.64,Kye Burn tributary,1550,doco,I42,2297224,5577740,652,189,efp,,,galano,,1,,,14023763
107438,5,2016,Taieri River,743.64,Kye Burn tributary,1600,doco,I42,2297193,5577752,652,189,efp,,,saltru,,1,,,14023763
107439,5,2016,Taieri River,743.64,Kye Burn,805,doco,I42,2297194,5577778,597,189,efp,,,galano,,4,,,14023637
107440,5,2016,Taieri River,743.64,Kye Burn tributary,810,doco,I42,2299560,5580257,747,193,efp,,,galano,,2,,,14022616
107441,5,2016,Taieri River,743.64,Kye Burn tributary,814,doco,I42,2299526,5580247,747,193,efp,,,galano,,2,,,14022616
107442,5,2016,Taieri River,743.64,Kye Burn tributary,817,doco,I42,2299607,5580266,747,193,vbd,,,nospec,,,,,14022616
107443,5,2016,Taieri River,743.64,Kye Burn tributary,820,doco,I42,2299651,5580254,747,193,vbd,,,nospec,,,,,14022616
107444,5,2016,Taieri River,743.64,Kye Burn tributary,823,doco,I42,2299712,5580245,747,193,vbd,,,nospec,,,,,14022616
107445,5,2016,Taieri River,743.64,Kye Burn tributary,827,doco,I42,2299740,5580276,747,193,efp,,,galano,,1,,,14022616
107446,5,2016,Taieri River,743.64,Kye Burn tributary,845,doco,I42,2299783,5580286,675,193,efp,,,saltru,,1,,,14022589
107446,5,2016,Taieri River,743.64,Kye Burn tributary,845,doco,I42,2299783,5580286,675,193,efp,,,galano,,5,,,14022589
107598,7,2002,Taieri River,743.7,Ewe Burn tributary,1300,doco,H42,2281800,5555100,370,176,efp,,,nospec,,,,,14033639
107599,7,2002,Taieri River,743.7,Ewe Burn tributary,1240,doco,H42,2281300,5556000,383,178,efp,,,nospec,,,,,14033639
107600,7,2002,Taieri River,743.7,Ewe Burn tributary,1330,doco,H42,2281800,5555100,370,176,efp,,,nospec,,,,,14033639
107601,7,2002,Taieri River,743.7,Ewe Burn tributary,1230,doco,H42,2281200,5555500,377,178,efp,,,nospec,,,,,14034225
107707,11,2001,Taieri R,743.647,Little Kye Burn,1700,doco,,2293100,5581000,794,192,efp,30,1,nospec,,,,,14021911
107708,11,2001,Taieri R,743.647,Little Kye Burn tributary,1600,doco,,2292300,5580600,791,191,efp,20,1,saltru,o,,80,120,14022332
107709,11,2001,Taieri R,743.647,Little Kye Burn,1500,doco,,2292000,5579500,656,190,efp,40,1,saltru,c,,,,14022842
107710,11,2001,Taieri R,743.645,Spec Gully,1200,doco,,2290300,5570900,508,179,efp,,1,galano,a,,,,14026805
107711,11,2001,Taieri River,743.645,Spec Gully unnamed tributary,1200,doco,,2292200,5570000,504,174,efp,10,1,nospec,,,,,14026328
107734,6,2003,Taieri R,743.642,Home Gully,1500,doco,,2291400,5561200,464,168,efp,50,1,nospec,,,,,14031086
108260,7,2002,Taieri River,743.7,Ewe Burn tributary,1300,doco,H42,2281700,5556000,394,176,efp,,,nospec,,,,,14032916
108262,9,2002,Taieri R,743,Taieri River unnamed tributary,1150,doco,I45,2278793,5550497,369,180,efp,,,saltru,,1,,,14035906
108262,9,2002,Taieri R,743,Taieri River unnamed tributary,1150,doco,I45,2278793,5550497,369,180,efp,,,perflu,,1,,,14035906
108263,10,2002,Taieri R,743.63,Swin Burn,1440,doco,I42,2294800,5556400,366,157,efp,,,galano,,,,,14033441
108266,4,2000,Taieri R,743.93,Red Swamp,1640,doco,H43,2252700,5508500,959,262,efp,,,galaxi,,,,,14052206
108286,11,2001,Taieri R,743.647,Little Kye Burn,1505,doco,I41,2294700,5583500,1111,195,efp,,,nospec,,,,,14021217
108300,4,2007,Taieri River,743.646,Nobbler Stream tributary,1035,doco,I41,2297040,5571603,620,183,efp,,,galano,,1,,,14026663
108300,4,2007,Taieri River,743.646,Nobbler Stream tributary,1035,doco,I41,2297040,5571603,620,183,efp,,,saltru,,32,,,14026663
108301,4,2007,Taieri R,743.646,Nobbler Stream tributary,1320,doco,I41,2298639,5571248,941,185,efp,,,saltru,,33,,,14026120
108320,9,2016,Taieri R,743.7,Ewe Burn tributary,,doco,H42,2280825,5555868,386,178,efp,,,nospec,,,,,14033739
108321,9,2016,Taieri R,743.7,Ewe Burn tributary,,doco,H42,2281299,5555914,383,178,efp,,,galano,,1,,,14033639
108322,9,2016,Taieri R,743.7,Ewe Burn tributary,,doco,H42,2281386,5555812,383,178,efp,,,nospec,,,,,14033639
108410,4,2015,Taieri R,743.63,Swin Burn tributary,1000,doco,I42,2303203,5560992,674,172,efp,,,galaxi,,4,,,14031533
108410,4,2015,Taieri R,743.63,Swin Burn tributary,1000,doco,I42,2303203,5560992,674,172,efp,,,saltru,,2,,,14031533
108410,4,2015,Taieri R,743.63,Swin Burn tributary,1000,doco,I42,2303203,5560992,674,172,efp,,,galano,,25,,,14031533
108411,4,2015,Taieri R,743.63,Swin Burn tributary,1030,doco,I42,2302788,5561078,674,172,efp,,,saltru,,27,,,14031533
108412,4,2015,Taieri River,743.63,Swin Burn tributary,1040,doco,I42,2303033,5561003,674,172,efp,,,saltru,,5,,,14031533
108413,4,2015,Taieri R,743.63,Swin Burn tributary,1230,doco,I42,2302743,5561238,610,172,efp,,,saltru,,,,,14031445
108414,4,2015,Taieri River,743.63,Swin Burn tributary,1200,doco,I42,2303368,5560992,674,172,efp,,,saltru,,,,,14031533
108414,4,2015,Taieri River,743.63,Swin Burn tributary,1200,doco,I42,2303368,5560992,674,172,efp,,,galano,,,,,14031533
108808,12,2013,Taieri River,743.69,Pig Burn,1100,otfg,H42,2282498,5549343,402,179,efp,,,saltru,,7,,,14037075
108808,12,2013,Taieri River,743.69,Pig Burn,1100,otfg,H42,2282498,5549343,402,179,efp,,,saltru,,15,,,14037075
108808,12,2013,Taieri River,743.69,Pig Burn,1100,otfg,H42,2282498,5549343,402,179,efp,,,saltru,,1,,,14037075
108813,12,2013,Taieri R,743.69,Pig Burn,1200,otfg,H42,2282640,5551776,362,174,efp,,,saltru,,3,,,14035266
108813,12,2013,Taieri R,743.69,Pig Burn,1200,otfg,H42,2282640,5551776,362,174,efp,,,nospec,,,,,14035266
109036,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,13,,,14057270
109036,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,11,,,14057270
109036,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,27,,,14057270
109037,5,2000,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,33,,,14057270
109037,5,2000,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,24,,,14057270
109037,5,2000,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,9,,,14057270
109038,5,2001,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,16,,,14057270
109039,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,nospec,,,,,14057270
109040,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,galeld,,3,,,14057270
109040,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,galeld,,15,,,14057270
109040,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,galeld,,10,,,14057270
109041,3,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,13,,,14057270
109041,3,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,20,,,14057270
109041,3,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,21,,,14057270
109042,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,14,,,14057270
109042,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,24,,,14057270
109042,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,32,,,14057270
109043,2,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,25,,,14057270
109043,2,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,9,,,14057270
109043,2,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,37,,,14057270
109044,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,9,,,14057270
109044,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,23,,,14057270
109044,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,51,,,14057270
109044,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,29,,,14057270
109045,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,6,,,14057270
109045,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,20,,,14057270
109045,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,21,,,14057270
109046,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,10,,,14057270
109046,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,17,,,14057270
109046,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264613,5491648,706,130,efp,,,galeld,,9,,,14057270
109047,3,2011,Taieri R,743.18,Barbours Stream,1030,doco,I44,2264613,5491648,706,130,efp,,,galeld,,11,,,14057270
109047,3,2011,Taieri R,743.18,Barbours Stream,1030,doco,I44,2264613,5491648,706,130,efp,,,galeld,,25,,,14057270
109047,3,2011,Taieri R,743.18,Barbours Stream,1030,doco,I44,2264613,5491648,706,130,efp,,,galeld,,21,,,14057270
109048,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,galeld,,13,,,14057270
109048,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,galeld,,4,,,14057270
109048,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264613,5491648,706,130,efp,,,galeld,,10,,,14057270
109049,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,18,,,14057270
109049,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,36,,,14057270
109049,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,21,,,14057270
109049,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,21,,,14057270
109049,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,12,,,14057270
109050,4,2000,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,65,,,14057270
109051,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,7,,,14057270
109051,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,2,,,14057270
109051,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,5,,,14057270
109051,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,5,,,14057270
109052,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,16,,,14057270
109052,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,9,,,14057270
109052,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,42,,,14057270
109052,3,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,21,,,14057270
109053,3,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,15,,,14057270
109053,3,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,53,,,14057270
109053,3,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,25,,,14057270
109054,3,2005,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,16,,,14057270
109054,3,2005,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,43,,,14057270
109054,3,2005,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,26,,,14057270
109055,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,14,,,14057270
109055,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,13,,,14057270
109055,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,5,,,14057270
109055,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,14,,,14057270
109055,3,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,21,,,14057270
109056,2,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,26,,,14057270
109056,2,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,42,,,14057270
109056,2,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,48,,,14057270
109057,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,8,,,14057270
109057,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,28,,,14057270
109057,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,26,,,14057270
109057,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,15,,,14057270
109058,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,25,,,14057270
109058,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,14,,,14057270
109058,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,11,,,14057270
109059,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,4,,,14057270
109059,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galgra,,11,,,14057270
109059,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264501,5491891,706,130,efp,,,galeld,,12,,,14057270
109060,3,2011,Taieri R,743.18,Barbours Stream,1325,doco,I44,2264501,5491891,706,130,efp,,,galeld,,5,,,14057270
109060,3,2011,Taieri R,743.18,Barbours Stream,1325,doco,I44,2264501,5491891,706,130,efp,,,galeld,,25,,,14057270
109060,3,2011,Taieri R,743.18,Barbours Stream,1325,doco,I44,2264501,5491891,706,130,efp,,,galeld,,12,,,14057270
109061,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,6,,,14057270
109061,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,24,,,14057270
109061,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264501,5491891,706,130,efp,,,galeld,,27,,,14057270
109062,5,1999,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109063,6,2000,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,4,,,14056886
109064,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109064,6,2002,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109065,4,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,6,,,14056886
109065,4,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,6,,,14056886
109065,4,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,3,,,14056886
109065,4,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,13,,,14056886
109065,4,2003,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,9,,,14056886
109066,4,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,7,,,14056886
109066,4,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,21,,,14056886
109066,4,2004,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,10,,,14056886
109067,5,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,1,,,14056886
109067,5,2006,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,6,,,14056886
109068,3,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,7,,,14056886
109068,3,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,6,,,14056886
109068,3,2007,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,11,,,14056886
109069,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,18,,,14056886
109069,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,9,,,14056886
109069,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,4,,,14056886
109069,3,2008,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,13,,,14056886
109070,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,13,,,14056886
109070,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109070,2,2009,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,7,,,14056886
109071,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,1,,,14056886
109071,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,7,,,14056886
109071,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109071,3,2010,Taieri R,743.18,Barbours Stream,,doco,I44,2264504,5492860,621,128,efp,,,galeld,,5,,,14056886
109072,3,2011,Taieri R,743.18,Barbours Stream,1310,doco,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109072,3,2011,Taieri R,743.18,Barbours Stream,1310,doco,I44,2264504,5492860,621,128,efp,,,galeld,,3,,,14056886
109072,3,2011,Taieri R,743.18,Barbours Stream,1310,doco,I44,2264504,5492860,621,128,efp,,,galeld,,2,,,14056886
109072,3,2011,Taieri R,743.18,Barbours Stream,1310,doco,I44,2264504,5492860,621,128,efp,,,galeld,,5,,,14056886
109073,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,12,,,14056886
109073,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,3,,,14056886
109073,3,2014,Taieri R,743.18,Barbours Stream,,rdcl,I44,2264504,5492860,621,128,efp,,,galeld,,10,,,14056886
109074,5,2006,Taieri R,743.05,Lake Mahinerangi tributary,,doco,H44,2272260,5474735,415,47,tfu,,,galeld,,49,,,14062282
109075,3,2007,Taieri R,743.05,Lake Mahinerangi tributary,,doco,H44,2272260,5474735,415,47,tfu,,,galeld,,48,,,14062282
109076,3,2008,Taieri R,743.05,Lake Mahinerangi tributary,,doco,H44,2272260,5474735,415,47,tfu,,,galeld,,58,,,14062282
109077,3,2009,Taieri R,743.05,Lake Mahinerangi tributary,,doco,H44,2272260,5474735,415,47,tfu,,,galeld,,35,,,14062282
109078,5,2010,Taieri R,743.05,Lake Mahinerangi tributary,,doco,H44,2272260,5474735,415,47,tfu,,,galeld,,17,,,14062282
109079,3,2011,Taieri R,743.05,Lake Mahinerangi tributary,,doco,H44,2272260,5474735,415,47,tfu,,,galeld,,16,,,14062282
109080,5,2006,Taieri R,743.053,Post Office Creek tributary,,doco,H44,2282062,5477121,600,52,tfu,,,galeld,,100,,,14061820
109081,3,2007,Taieri R,743.053,Post Office Creek tributary,,doco,H44,2282062,5477121,600,52,tfu,,,galeld,,164,,,14061820
109082,3,2008,Taieri R,743.053,Post Office Creek tributary,,doco,H44,2282062,5477121,600,52,tfu,,,galeld,,89,,,14061820
109083,3,2009,Taieri R,743.053,Post Office Creek tributary,,doco,H44,2282062,5477121,600,52,tfu,,,galeld,,121,,,14061820
109084,7,2010,Taieri R,743.053,Post Office Creek tributary,1100,doco,H44,2282062,5477121,600,52,tfu,,,galeld,,18,,,14061820
