card,m,y,catchname,catch,locality,time,org,map,east,north,altitude,penet,fishmeth,effort,pass,spcode,abund,number,minl,maxl,nzreach
243,2,1963,Taieri R,743.184,Shannon Stream,day,unk,h43,2282500,5501800,400,97,ef,,1,salfon,,,,,14054301
243,2,1963,Taieri R,743.184,Shannon Stream,day,unk,h43,2282500,5501800,400,97,ef,,1,perflu,,,,,14054301
251,10,1978,Taieri R,743.05,North West Creek,day,niwa,h44,2269700,5484000,390,55,ef,,1,gobiom,c,,,,14059774
251,10,1978,Taieri R,743.05,North West Creek,day,niwa,h44,2269700,5484000,390,55,ef,,1,saltru,c,10,,,14059774
251,10,1978,Taieri R,743.05,North West Creek,day,niwa,h44,2269700,5484000,390,55,ef,,1,perflu,r,,,,14059774
251,10,1978,Taieri R,743.05,North West Creek,day,niwa,h44,2269700,5484000,390,55,ef,,1,parane,a,,,,14059774
251,10,1978,Taieri R,743.05,North West Creek,day,niwa,h44,2269700,5484000,390,55,ef,,1,galbre,r,,,,14059774
252,10,1977,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2265100,5483000,400,58,ef,,1,parane,r,,,,14060082
252,10,1977,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2265100,5483000,400,58,ef,,1,galbre,a,,,,14060082
252,10,1977,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2265100,5483000,400,58,ef,,1,saltru,r,,,,14060082
253,10,1977,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5480000,400,51,ef,,1,saltru,a,,,,14060948
253,10,1977,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5480000,400,51,ef,,1,parane,r,,,,14060948
253,10,1977,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5480000,400,51,ef,,1,galbre,a,,,,14060948
253,10,1977,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5480000,400,51,ef,,1,oncmyk,r,,,,14060948
254,10,1977,Taieri R,743.053,Verter Burn,day,niwa,h44,2280200,5480800,430,52,ef,,1,oncmyk,a,30,,,14060789
254,10,1977,Taieri R,743.053,Verter Burn,day,niwa,h44,2280200,5480800,430,52,ef,,1,saltru,r,7,,,14060789
255,10,1977,Taieri R,743.05,Lake Mahinerangi tributary,,niwa,h44,2273200,5476100,400,46,ef,,1,saltru,a,,,,14061914
256,10,1977,Taieri R,743.054,Pioneer Stream tributary,,niwa,h44,2270700,5477800,490,51,ef,,1,parane,r,,,,14061595
256,10,1977,Taieri R,743.054,Pioneer Stream tributary,,niwa,h44,2270700,5477800,490,51,ef,,1,saltru,r,,,,14061595
256,10,1977,Taieri R,743.054,Pioneer Stream tributary,,niwa,h44,2270700,5477800,490,51,ef,,1,perflu,r,,,,14061595
263,10,1980,Taieri R,743.053,Verter Burn,1500,niwa,h44,2281800,5481000,440,55,ef,,1,galbre,r,,,,14060641
263,10,1980,Taieri R,743.053,Verter Burn,1500,niwa,h44,2281800,5481000,440,55,ef,,1,parane,r,,,,14060641
263,10,1980,Taieri R,743.053,Verter Burn,1500,niwa,h44,2281800,5481000,440,55,ef,,1,saltru,c,,,,14060641
263,10,1980,Taieri R,743.053,Verter Burn,1500,niwa,h44,2281800,5481000,440,55,ef,,1,oncmyk,c,,,,14060641
264,10,1980,Taieri R,743.056,Nardoo Stream,1520,niwa,h44,2264000,5483100,470,60,ef,,1,saltru,o,,,,14060047
265,10,1980,Taieri R,743.053,Verter Burn,1530,niwa,h44,2281800,5481000,440,55,ef,,1,galbre,r,,,,14060641
265,10,1980,Taieri R,743.053,Verter Burn,1530,niwa,h44,2281800,5481000,440,55,ef,,1,saltru,r,,,,14060641
265,10,1980,Taieri R,743.053,Verter Burn,1530,niwa,h44,2281800,5481000,440,55,ef,,1,parane,r,,,,14060641
265,10,1980,Taieri R,743.053,Verter Burn,1530,niwa,h44,2281800,5481000,440,55,ef,,1,oncmyk,c,,,,14060641
273,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2281800,5480900,440,55,ef,,1,oncmyk,c,30,,,14060641
273,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2281800,5480900,440,55,ef,,1,saltru,c,,,,14060641
273,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2281800,5480900,440,55,ef,,1,galbre,o,5,,,14060641
274,5,1982,Taieri R,743.053,Verter Burn,1300,niwa,h44,2280200,5480800,430,52,ef,,1,saltru,o,,,,14060789
274,5,1982,Taieri R,743.053,Verter Burn,1300,niwa,h44,2280200,5480800,430,52,ef,,1,oncmyk,o,,,,14060789
276,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2279400,5479900,400,51,ef,,1,galbre,r,,,,14060948
276,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2279400,5479900,400,51,ef,,1,oncmyk,o,8,,,14060948
276,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2279400,5479900,400,51,ef,,1,saltru,c,,,,14060948
276,5,1982,Taieri R,743.053,Verter Burn,1000,niwa,h44,2279400,5479900,400,51,ef,,1,parcur,n,,,,14060948
282,9,1985,Taieri R,743.053,Verter Burn,1030,niwa,h44,2279400,5479900,400,51,ef,,1,oncmyk,,10,,,14060948
282,9,1985,Taieri R,743.053,Verter Burn,1030,niwa,h44,2279400,5479900,400,51,ef,,1,saltru,,30,,,14060948
282,9,1985,Taieri R,743.053,Verter Burn,1030,niwa,h44,2279400,5479900,400,51,ef,,1,galbre,o,,,,14060948
283,9,1985,Taieri R,743.053,Verter Burn,1300,niwa,h44,2281200,5481600,450,53,ef,,1,galbre,o,,,,14060641
283,9,1985,Taieri R,743.053,Verter Burn,1300,niwa,h44,2281200,5481600,450,53,ef,,1,oncmyk,c,20,,,14060641
283,9,1985,Taieri R,743.053,Verter Burn,1300,niwa,h44,2281200,5481600,450,53,ef,,1,saltru,o,,,,14060641
285,8,1989,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5479900,400,51,ef,,1,parane,o,,,,14060948
285,8,1989,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5479900,400,51,ef,,1,galbre,c,,,,14060948
285,8,1989,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5479900,400,51,ef,,1,saltru,,27,,,14060948
285,8,1989,Taieri R,743.053,Verter Burn,day,niwa,h44,2279400,5479900,400,51,ef,,1,oncmyk,,12,,,14060948
286,8,1989,Taieri R,743.053,Verter Burn,1200,niwa,h44,2280200,5480800,430,52,ef,,1,saltru,c,,,,14060789
286,8,1989,Taieri R,743.053,Verter Burn,1200,niwa,h44,2280200,5480800,430,52,ef,,1,oncmyk,c,,,,14060789
286,8,1989,Taieri R,743.053,Verter Burn,1200,niwa,h44,2280200,5480800,430,52,ef,,1,galbre,c,,,,14060789
301,1,1964,Taieri R,743.09,Silver Stream,,unk,i44,2301800,5478200,10,35,unk,,,parane,p,,,,14061357
301,1,1964,Taieri R,743.09,Silver Stream,,unk,i44,2301800,5478200,10,35,unk,,,saltru,,1,,,14061357
301,1,1964,Taieri R,743.09,Silver Stream,,unk,i44,2301800,5478200,10,35,unk,,,perflu,,,,,14061357
301,1,1964,Taieri R,743.09,Silver Stream,,unk,i44,2301800,5478200,10,35,unk,,,galarg,,,,,14061357
301,1,1964,Taieri R,743.09,Silver Stream,,unk,i44,2301800,5478200,10,35,unk,,,galmac,,,,,14061357
462,8,2000,Taieri R,743.09,Silver Stream,1100,otfg,i44,2308800,5485000,80,48,ef,,1,angdie,,4,,,14059433
462,8,2000,Taieri R,743.09,Silver Stream,1100,otfg,i44,2308800,5485000,80,48,ef,,1,saltru,,161,35,400,14059433
463,10,2000,Taieri R,743.742,Wether Burn,1045,otfg,h41,2276400,5575000,610,218,ef,41,1,saltru,o,2,102,113,14024845
464,10,2000,Taieri R,743.742,Wether Burn,1330,otfg,h41,2270300,5564500,455,204,ef,106,1,saltru,,1,193,,14029830
464,10,2000,Taieri R,743.742,Wether Burn,1330,otfg,h41,2270300,5564500,455,204,ef,106,1,angdie,,5,300,550,14029830
465,10,2000,Taieri R,743.742,Wether Burn,1420,otfg,h42,2273500,5556200,390,193,ef,182,1,nospec,,,,,14033838
814,3,1966,Taieri R,743.7,Ewe Burn tributary,day,niwa,h41,2282100,5561600,440,185,ef,,1,galaxi,c,,,,14031085
814,3,1966,Taieri R,743.7,Ewe Burn tributary,day,niwa,h41,2282100,5561600,440,185,ef,,1,parane,r,1,,,14031085
2076,10,1981,Taieri R,743.05,Lake Waihola,830,otfg,h45,2282400,5460000,1,19,fyn,,,aldfor,,2,320,360,14064888
2076,10,1981,Taieri R,743.05,Lake Waihola,830,otfg,h45,2282400,5460000,1,19,fyn,,,angaus,,20,,,14064888
2076,10,1981,Taieri R,743.05,Lake Waihola,830,otfg,h45,2282400,5460000,1,19,fyn,,,angdie,,13,,,14064888
2076,10,1981,Taieri R,743.05,Lake Waihola,830,otfg,h45,2282400,5460000,1,19,fyn,,,saltru,,2,320,400,14064888
2076,10,1981,Taieri R,743.05,Lake Waihola,830,otfg,h45,2282400,5460000,1,19,fyn,,,perflu,,52,165,315,14064888
2077,10,1981,Taieri R,743.05,Lake Waihola,900,otfg,h45,2285300,5462600,1,15,fyn,,,angaus,,9,,,14064888
2077,10,1981,Taieri R,743.05,Lake Waihola,900,otfg,h45,2285300,5462600,1,15,fyn,,,rhoret,,1,318,,14064888
2077,10,1981,Taieri R,743.05,Lake Waihola,900,otfg,h45,2285300,5462600,1,15,fyn,,,saltru,,1,335,,14064888
2077,10,1981,Taieri R,743.05,Lake Waihola,900,otfg,h45,2285300,5462600,1,15,fyn,,,angdie,,3,,,14064888
2078,10,1981,Taieri R,743.05,Lake Waihola,1030,otfg,h45,2282400,5459900,1,19,ef,150,1,gobcot,c,,,,14064888
2078,10,1981,Taieri R,743.05,Lake Waihola,1030,otfg,h45,2282400,5459900,1,19,ef,150,1,galmac,c,,,,14064888
2079,10,1981,Taieri R,743.05,Lake Waihola tributary,1130,otfg,h45,2280400,5459500,3,22,ef,200,1,galmac,c,,,,14065664
2079,10,1981,Taieri R,743.05,Lake Waihola tributary,1130,otfg,h45,2280400,5459500,3,22,ef,200,1,anguil,c,,,,14065664
2079,10,1981,Taieri R,743.05,Lake Waihola tributary,1130,otfg,h45,2280400,5459500,3,22,ef,200,1,gobcot,a,,,,14065664
2080,10,1981,Taieri R,743.05,Lake Waihola tributary,1230,otfg,h45,2279300,5458400,10,24,ef,240,1,galmac,c,,,,14065935
2080,10,1981,Taieri R,743.05,Lake Waihola tributary,1230,otfg,h45,2279300,5458400,10,24,ef,240,1,anguil,c,,,,14065935
2080,10,1981,Taieri R,743.05,Lake Waihola tributary,1230,otfg,h45,2279300,5458400,10,24,ef,240,1,gobcot,c,,,,14065935
2081,10,1981,Taieri R,743.05,Lake Waihola,1330,otfg,h45,2284700,5461000,1,17,ef,200,1,gobcot,a,,,,14064888
2081,10,1981,Taieri R,743.05,Lake Waihola,1330,otfg,h45,2284700,5461000,1,17,ef,200,1,galmac,a,,,,14064888
2082,10,1981,Taieri R,743.05,Lake Waihola,1430,otfg,h45,2286100,5462700,1,16,ef,150,1,retret,,2,,,14064888
2082,10,1981,Taieri R,743.05,Lake Waihola,1430,otfg,h45,2286100,5462700,1,16,ef,150,1,galmac,a,,,,14064888
2082,10,1981,Taieri R,743.05,Lake Waihola,1430,otfg,h45,2286100,5462700,1,16,ef,150,1,gobcot,c,,,,14064888
2096,10,1982,Taieri R,743.05,Lake Waihola tributary,1600,otfg,h45,2281300,5460800,1,19,fyn,,,galaxi,,,,,14065339
2096,10,1982,Taieri R,743.05,Lake Waihola tributary,1600,otfg,h45,2281300,5460800,1,19,fyn,,,galarg,,1,285,,14065339
2096,10,1982,Taieri R,743.05,Lake Waihola tributary,1600,otfg,h45,2281300,5460800,1,19,fyn,,,angdie,,7,410,850,14065339
2096,10,1982,Taieri R,743.05,Lake Waihola tributary,1600,otfg,h45,2281300,5460800,1,19,fyn,,,angaus,,5,440,610,14065339
2477,4,1977,Taieri R,743.06,Contour Channel tributary,1030,niwa,h44,2286400,5472700,60,24,han,,,parane,a,,15,35,14062939
3049,4,1991,Taieri R,743.05,Waipori River tributary,1300,niwa,h44,2277600,5475100,470,43,efp,,1,galpul,o,,,,14062421
3050,4,1991,Taieri R,743.05,Waipori River tributary,1130,niwa,h44,2278400,5475900,490,44,efp,,1,salfon,o,,100,200,14062099
3172,10,1973,Taieri R,743.05,Mill Creek,,niwa,h44,2283700,5471800,15,23,han,,,galbre,,,,,14062999
3173,10,1973,Taieri R,743.05,Waipori River tributary,day,niwa,h44,2277800,5475900,490,44,ef,,1,galbre,,,,,14062182
3174,10,1973,Taieri R,743,Unnamed wetland,,niwa,i45,2292900,5456700,10,1,han,,,galmac,c,,,,14066270
3174,10,1973,Taieri R,743,Unnamed wetland,,niwa,i45,2292900,5456700,10,1,han,,,gobcot,c,,,,14066270
3507,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286600,5467600,1,16,efm,,0,retret,c,,,,14064295
3507,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286600,5467600,1,16,efm,,0,angdie,,,,,14064295
3507,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286600,5467600,1,16,efm,,0,galmac,c,,,,14064295
3507,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286600,5467600,1,16,efm,,0,gobcot,c,,,,14064295
3508,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286700,5467600,1,16,efm,,0,angaus,,,,,14064295
3508,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286700,5467600,1,16,efm,,0,parcur,c,,,,14064295
3508,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286700,5467600,1,16,efm,,0,gobcot,,,,,14064295
3508,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286700,5467600,1,16,efm,,0,rhoret,,,,,14064295
3508,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286700,5467600,1,16,efm,,0,galmac,c,,,,14064295
3508,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286700,5467600,1,16,efm,,0,saltru,,,,,14064295
3509,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286800,5466400,1,18,efm,,0,galmac,c,,,,14064295
3509,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286800,5466400,1,18,efm,,0,perflu,,4,358,410,14064295
3509,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286800,5466400,1,18,efm,,0,retret,c,,,,14064295
3509,10,1981,Taieri R,743.05,Lake Waipori,day,otfg,h45,2286800,5466400,1,18,efm,,0,saltru,,2,415,464,14064295
3510,10,1981,Taieri R,743.05,Lake Waipori,,otfg,h45,2285700,5467500,1,16,fyn,,,angaus,,10,350,925,14064295
3510,10,1981,Taieri R,743.05,Lake Waipori,,otfg,h45,2285700,5467500,1,16,fyn,,,aldfor,,1,350,,14064295
3510,10,1981,Taieri R,743.05,Lake Waipori,,otfg,h45,2285700,5467500,1,16,fyn,,,perflu,,5,77,279,14064295
3510,10,1981,Taieri R,743.05,Lake Waipori,,otfg,h45,2285700,5467500,1,16,fyn,,,angdie,,6,,,14064295
3626,6,1981,Taieri R,743.09,Silver Stream,800,uoo,i44,2306900,5480400,30,41,fyn,,,geoaus,,1,,,14060904
3665,,1981,Taieri R,743.256,Stony Creek,,unk,h43,2268300,5508900,805,121,unk,,,galeld,,1,,,14052098
3666,,1981,Taieri R,743.864,Shepherds Hut Creek,,unk,h43,2263300,5509900,850,258,unk,,,galdep,,1,,,14051806
4303,12,1981,Taieri R,743.64,Kye Burn,day,otfg,i42,2293900,5556400,360,162,ef,,3,saltru,,65,53,158,14033473
4303,12,1981,Taieri R,743.64,Kye Burn,day,otfg,i42,2293900,5556400,360,162,ef,,3,galano,,3,,,14033473
4304,12,1981,Taieri R,743.73,Sow Burn,850,otfg,h42,2278500,5543700,415,194,ef,255,2,saltru,,75,35,234,14039732
4305,12,1981,Taieri R,743.73,Sow Burn,1112,otfg,h42,2278500,5544200,410,193,ef,,1,saltru,,41,128,285,14039333
4305,12,1981,Taieri R,743.73,Sow Burn,1112,otfg,h42,2278500,5544200,410,193,ef,,1,angdie,,2,,,14039333
4305,12,1981,Taieri R,743.73,Sow Burn,1112,otfg,h42,2278500,5544200,410,193,ef,,1,parane,,1,,,14039333
4306,12,1981,Taieri R,743.73,Sow Burn,1445,otfg,h42,2278400,5550300,370,186,ef,61,2,saltru,,114,34,77,14036533
4307,12,1981,Taieri R,743.69,Pig Burn,1615,otfg,h42,2282600,5551800,370,178,ef,30,2,saltru,,76,42,62,14035544
4307,12,1981,Taieri R,743.69,Pig Burn,1615,otfg,h42,2282600,5551800,370,178,ef,30,2,angdie,,1,,,14035544
4308,12,1981,Taieri R,743.69,Pig Burn,840,otfg,h42,2283300,5546200,440,183,ef,22,2,saltru,,39,35,185,14038524
4310,12,1981,Taieri R,743.64,Kye Burn,day,otfg,i42,2294600,5558500,370,165,ef,,1,anguil,c,,,,14032836
4310,12,1981,Taieri R,743.64,Kye Burn,day,otfg,i42,2294600,5558500,370,165,ef,,1,saltru,,6,170,480,14032836
4311,12,1981,Taieri R,743.64,Kye Burn,day,otfg,i41,2293700,5562500,405,170,ef,,1,saltru,c,,,500,14030445
4311,12,1981,Taieri R,743.64,Kye Burn,day,otfg,i41,2293700,5562500,405,170,ef,,1,anguil,o,,,,14030445
4698,,1982,Taieri R,743.05,Lake Mahinerangi,,niwa,h44,2273600,5480100,387,48,oth,,,gobcot,,,,,14061965
4698,,1982,Taieri R,743.05,Lake Mahinerangi,,niwa,h44,2273600,5480100,387,48,oth,,,perflu,,,,,14061965
4698,,1982,Taieri R,743.05,Lake Mahinerangi,,niwa,h44,2273600,5480100,387,48,oth,,,saltru,,,,,14061965
4698,,1982,Taieri R,743.05,Lake Mahinerangi,,niwa,h44,2273600,5480100,387,48,oth,,,oncmyk,,,,,14061965
4916,3,1984,Taieri R,743,Taieri River,day,otfg,h43,2255500,5513800,570,259,ef,366,3,galaxi,,3,69,81,14050626
4916,3,1984,Taieri R,743,Taieri River,day,otfg,h43,2255500,5513800,570,259,ef,366,3,saltru,,365,55,147,14050626
4918,2,1985,Taieri R,743,Taieri River,1130,otfg,i44,2297800,5474000,2,27,ncn,,,onctsh,,1,,,0
4918,2,1985,Taieri R,743,Taieri River,1130,otfg,i44,2297800,5474000,2,27,ncn,,,rhoret,,6,,,0
4918,2,1985,Taieri R,743,Taieri River,1130,otfg,i44,2297800,5474000,2,27,ncn,,,saltru,,15,170,430,0
4918,2,1985,Taieri R,743,Taieri River,1130,otfg,i44,2297800,5474000,2,27,ncn,,,gobiom,,,,,0
4919,2,1985,Taieri R,743,Taieri River,1100,otfg,i44,2295400,5480300,10,38,ef,,1,saltru,c,,,396,0
4920,2,1985,Taieri R,743,Taieri River,1330,otfg,i44,2295800,5480800,10,39,ef,,1,geoaus,c,,,,14060746
4920,2,1985,Taieri R,743,Taieri River,1330,otfg,i44,2295800,5480800,10,39,ef,,1,anguil,,,,,14060746
4920,2,1985,Taieri R,743,Taieri River,1330,otfg,i44,2295800,5480800,10,39,ef,,1,saltru,c,,,,14060746
4921,2,1985,Taieri R,743,Taieri River,1500,otfg,i44,2295500,5471900,2,22,sen,,,galmac,c,,96,,14063132
4921,2,1985,Taieri R,743,Taieri River,1500,otfg,i44,2295500,5471900,2,22,sen,,,saltru,,10,179,298,14063132
4921,2,1985,Taieri R,743,Taieri River,1500,otfg,i44,2295500,5471900,2,22,sen,,,rhoret,,2,340,377,14063132
4921,2,1985,Taieri R,743,Taieri River,1500,otfg,i44,2295500,5471900,2,22,sen,,,retret,,9,93,103,14063132
4921,2,1985,Taieri R,743,Taieri River,1500,otfg,i44,2295500,5471900,2,22,sen,,,perflu,,1,338,,14063132
4922,2,1985,Taieri R,743,Taieri River,1200,otfg,i44,2297200,5474300,2,27,sen,,,rhoret,c,,,,14062173
4922,2,1985,Taieri R,743,Taieri River,1200,otfg,i44,2297200,5474300,2,27,sen,,,saltru,,16,169,429,14062173
4922,2,1985,Taieri R,743,Taieri River,1200,otfg,i44,2297200,5474300,2,27,sen,,,onctsh,,1,120,,14062173
4923,3,1985,Taieri R,743,Taieri River,,otfg,i44,2295500,5471900,2,22,sen,,,perflu,,3,257,373,14063149
4923,3,1985,Taieri R,743,Taieri River,,otfg,i44,2295500,5471900,2,22,sen,,,retret,a,,,,14063149
4923,3,1985,Taieri R,743,Taieri River,,otfg,i44,2295500,5471900,2,22,sen,,,saltru,,9,220,359,14063149
4923,3,1985,Taieri R,743,Taieri River,,otfg,i44,2295500,5471900,2,22,sen,,,onctsh,,1,791,,14063149
4923,3,1985,Taieri R,743,Taieri River,,otfg,i44,2295500,5471900,2,22,sen,,,rhoret,,6,310,383,14063149
4925,3,1985,Taieri R,743,Taieri River,,otfg,i44,2297200,5474300,2,27,sen,,,saltru,,18,190,352,14062173
4925,3,1985,Taieri R,743,Taieri River,,otfg,i44,2297200,5474300,2,27,sen,,,onctsh,,7,124,159,14062173
4925,3,1985,Taieri R,743,Taieri River,,otfg,i44,2297200,5474300,2,27,sen,,,rhoret,,1,308,,14062173
4926,1,1983,Taieri R,743.23,Nenthorn Stream,1100,otfg,i43,2298200,5513500,260,95,ef,242,2,saltru,,14,64,225,14050699
4926,1,1983,Taieri R,743.23,Nenthorn Stream,1100,otfg,i43,2298200,5513500,260,95,ef,242,2,parane,a,,,,14050699
4926,1,1983,Taieri R,743.23,Nenthorn Stream,1100,otfg,i43,2298200,5513500,260,95,ef,242,2,angdie,,3,,,14050699
4927,1,1983,Taieri R,743.23,Nenthorn Stream,1400,otfg,i43,2299800,5512900,270,97,ef,368,2,parane,a,,,,14050840
4927,1,1983,Taieri R,743.23,Nenthorn Stream,1400,otfg,i43,2299800,5512900,270,97,ef,368,2,saltru,,19,57,230,14050840
4927,1,1983,Taieri R,743.23,Nenthorn Stream,1400,otfg,i43,2299800,5512900,270,97,ef,368,2,angdie,,3,,,14050840
4927,1,1983,Taieri R,743.23,Nenthorn Stream,1400,otfg,i43,2299800,5512900,270,97,ef,368,2,galdep,,2,,,14050840
4928,1,1983,Taieri R,743.23,Nenthorn Stream,1500,otfg,i43,2299900,5515700,300,103,ef,163,2,saltru,,43,53,159,14050067
4928,1,1983,Taieri R,743.23,Nenthorn Stream,1500,otfg,i43,2299900,5515700,300,103,ef,163,2,galdep,,1,,,14050067
4928,1,1983,Taieri R,743.23,Nenthorn Stream,1500,otfg,i43,2299900,5515700,300,103,ef,163,2,parane,a,,,,14050067
4928,1,1983,Taieri R,743.23,Nenthorn Stream,1500,otfg,i43,2299900,5515700,300,103,ef,163,2,angdie,,1,,,14050067
4929,1,1983,Taieri R,743.236,Black Rock Stream,1600,otfg,i43,2299900,5515900,300,103,ef,45,2,galdep,,5,,,14049989
4929,1,1983,Taieri R,743.236,Black Rock Stream,1600,otfg,i43,2299900,5515900,300,103,ef,45,2,parane,a,,,,14049989
4929,1,1983,Taieri R,743.236,Black Rock Stream,1600,otfg,i43,2299900,5515900,300,103,ef,45,2,saltru,,5,54,73,14049989
4930,2,1983,Taieri R,743.23,Nenthorn Stream,1130,otfg,i43,2298700,5516800,300,105,ef,240,2,parane,p,,,,14049741
4930,2,1983,Taieri R,743.23,Nenthorn Stream,1130,otfg,i43,2298700,5516800,300,105,ef,240,2,angdie,,2,,,14049741
4930,2,1983,Taieri R,743.23,Nenthorn Stream,1130,otfg,i43,2298700,5516800,300,105,ef,240,2,galdep,,10,,,14049741
4930,2,1983,Taieri R,743.23,Nenthorn Stream,1130,otfg,i43,2298700,5516800,300,105,ef,240,2,saltru,,18,63,106,14049741
4931,2,1983,Taieri R,743.23,Nenthorn Stream,1320,otfg,i43,2302100,5524800,350,119,ef,60,2,parane,p,,,,14047188
4931,2,1983,Taieri R,743.23,Nenthorn Stream,1320,otfg,i43,2302100,5524800,350,119,ef,60,2,saltru,,19,59,205,14047188
4931,2,1983,Taieri R,743.23,Nenthorn Stream,1320,otfg,i43,2302100,5524800,350,119,ef,60,2,galdep,,5,,,14047188
4931,2,1983,Taieri R,743.23,Nenthorn Stream,1320,otfg,i43,2302100,5524800,350,119,ef,60,2,angdie,,2,,,14047188
4932,2,1983,Taieri R,743.238,Deighton Creek,1420,otfg,i43,2302900,5524900,350,120,ef,78,2,parane,p,,,,14047307
4932,2,1983,Taieri R,743.238,Deighton Creek,1420,otfg,i43,2302900,5524900,350,120,ef,78,2,galdep,,10,,,14047307
4932,2,1983,Taieri R,743.238,Deighton Creek,1420,otfg,i43,2302900,5524900,350,120,ef,78,2,saltru,,29,63,191,14047307
4938,2,1983,Taieri R,743.11,Mullocky Stream,951,otfg,i44,2302700,5486500,70,50,ef,,2,saltru,,36,65,177,14058999
4938,2,1983,Taieri R,743.11,Mullocky Stream,951,otfg,i44,2302700,5486500,70,50,ef,,2,angdie,,2,,,14058999
4939,2,1983,Taieri R,743.15,Big Stream,1110,otfg,i44,2306700,5490500,100,62,ef,,2,saltru,,57,58,85,14057751
4940,2,1983,Taieri R,743.15,Big Stream tributary,1315,otfg,i44,2305800,5489800,100,61,ef,,2,angdie,,1,,,14057877
4940,2,1983,Taieri R,743.15,Big Stream tributary,1315,otfg,i44,2305800,5489800,100,61,ef,,2,saltru,,49,52,86,14057877
4941,3,1983,Taieri R,743.05,Lake Waihola,1630,otfg,h45,2282300,5460100,1,19,ang,,,galarg,,1,297,,14064888
5208,11,1987,Taieri R,743,Taieri River,1630,niwa,i45,2292400,5458600,0,1,sen,,,retret,c,44,,,14065862
5208,11,1987,Taieri R,743,Taieri River,1630,niwa,i45,2292400,5458600,0,1,sen,,,aldfor,r,,,,14065862
5208,11,1987,Taieri R,743,Taieri River,1630,niwa,i45,2292400,5458600,0,1,sen,,,rhombo,c,,,,14065862
5208,11,1987,Taieri R,743,Taieri River,1630,niwa,i45,2292400,5458600,0,1,sen,,,marine,r,,,,14065862
5210,11,1987,Taieri R,743,Taieri River,1515,niwa,i45,2290100,5463800,1,8,sen,,,galmac,a,,,,14064778
5210,11,1987,Taieri R,743,Taieri River,1515,niwa,i45,2290100,5463800,1,8,sen,,,aldfor,r,2,,,14064778
5210,11,1987,Taieri R,743,Taieri River,1515,niwa,i45,2290100,5463800,1,8,sen,,,retret,a,160,,,14064778
5297,3,1985,Taieri R,743,Taieri River,day,otfg,i44,2295800,5480800,10,39,ef,,1,saltru,,10,203,330,14060746
5298,9,1988,Taieri R,743.23,Nenthorn Stream,1030,otfg,i43,2295500,5510300,240,88,ef,,2,saltru,,10,80,138,14051691
5298,9,1988,Taieri R,743.23,Nenthorn Stream,1030,otfg,i43,2295500,5510300,240,88,ef,,2,galdep,,1,52,,14051691
5810,2,1992,Taieri R,743.18,Deep Stream,1130,uoo,h44,2262700,5492700,730,132,efp,30,1,galeld,o,,,,14057061
5811,2,1992,Taieri R,743.18,Barbours Stream,1430,uoo,h44,2265000,5490500,700,133,efp,12,1,galeld,c,,,,14057536
5812,1,1996,Taieri R,743.053,Post Office Creek tributary,1600,niwa,h44,2280500,5477500,540,52,efp,25,1,galeld,o,,,,14061688
5813,1,1996,Taieri R,743.053,Post Office Creek tributary,1430,niwa,h44,2280700,5476800,570,53,efp,20,1,parane,o,,,,0
5813,1,1996,Taieri R,743.053,Post Office Creek tributary,1430,niwa,h44,2280700,5476800,570,53,efp,20,1,galeld,o,,,,0
5814,1,1996,Taieri R,743.053,Post Office Creek,1500,niwa,h44,2281000,5477200,550,53,efp,30,1,galeld,o,,,,14061739
5814,1,1996,Taieri R,743.053,Post Office Creek,1500,niwa,h44,2281000,5477200,550,53,efp,30,1,parane,o,,,,14061739
