consumer,resource,source.id,res.order,res.family,res.genus,res.method,con.order,con.family,con.genus,con.method,linkevidence
Costachorema,Austrosimulium,Broad,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Orthocladiinae,Healy,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Orthocladiinae,Little,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Diamesinae,Broad,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Pirara,Stony,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Pirara,Canton,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Eriopterini,Healy,Diptera,Tipulidae,Eriopterini,genus,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Olinga,Healy,Trichoptera,Conoesucidae,Olinga,genus,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Deleatidium,Little,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Costachorema,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Costachorema,genus,direct
Cristaperla,Oligochaetae,Narrowdale,Oligochaetae,NA,NA,order,Plecoptera,Notonemuridae',Cristaperla,genus,direct
Diamesinae,Deleatidium,Canton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Diptera,Chironomidae,NA,family,direct
Eriopterini,Oligochaetae,Narrowdale,Oligochaetae,NA,NA,order,Diptera,Tipulidae,Eriopterini,genus,direct
Galaxias,Austrosimulium,German,Diptera,Simuliidae,Austrosimulium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Paracalliope,Catlins,Amphipoda,Paracalliopiidae,Paracalliope,order,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,German,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,Dempsters,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Archichauliodes,Healy,Megaloptera,Corydalidae,Archichauliodes,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Podonominae,Healy,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Diamesinae,Healy,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Coloburiscus,DempstersSp,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Orthocladiinae,Healy,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pycnocentrodes,DempstersSp,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hudsonema,DempstersSp,Trichoptera,Leptoceridae,Hudsonema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Zelandoperla,Healy,Plecoptera,Gripopterygidae,Zelandoperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Nesameletus,Stony,Ephemeroptera,Nesameletidae,Nesameletus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,Healy,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Chironominae,Healy,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Psilochorema,DempstersAu,Trichoptera,Hydrobiosidae,Psilochorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pycnocentrodes,Dempsters,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Stenoperla,Healy,Plecoptera,Eustheniidae,Stenoperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austrosimulium,Healy,Diptera,Simuliidae,Austrosimulium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Helicopsyche,DempstersAu,Trichoptera,Helicopsychidae,Helicopsyche,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aoteapsyche,Healy,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austrosimulium,DempstersSp,Diptera,Simuliidae,Austrosimulium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Zelandoperla,DempstersSp,Plecoptera,Gripopterygidae,Zelandoperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austrosimulium,Stony,Diptera,Simuliidae,Austrosimulium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Chironominae,Catlins,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,German,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Oxyethira,German,Trichoptera,Hydroptilidae,Oxyethira,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,DempstersAu,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Orthocladiinae,German,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Catlins,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Psilochorema,Healy,Trichoptera,Hydrobiosidae,Psilochorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Narrowdale,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosella,Catlins,Trichoptera,Philopotamidae,Hydrobiosella,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Paracalliope,Venlaw,Amphipoda,Paracalliopiidae,Paracalliope,order,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,DempstersSp,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pirara,Stony,Diptera,Chironomidae,Pirara,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydora.adult,Dempsters,Coleoptera,Elmidae,Hydora.adult,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Stony,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Orthocladiinae,DempstersSp,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Chironomidae,DempstersSp,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Polyplectropus,Stony,Trichoptera,Polycentropidae,Polyplectropus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aoteapsyche,Dempsters,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Coloburiscus,Venlaw,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Oxyethira,Stony,Trichoptera,Hydroptilidae,Oxyethira,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Amphipoda,Stony,Amphipoda,NA,NA,order,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydora.adult,German,Coleoptera,Elmidae,Hydora.adult,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Isopoda,Catlins,Isopoda,NA,NA,order,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Archichauliodes,Stony,Megaloptera,Corydalidae,Archichauliodes,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydora.adult,Healy,Coleoptera,Elmidae,Hydora.adult,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aphrophila,DempstersSp,Diptera,Tipulidae,Aphrophila,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,DempstersAu,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Costachorema,Stony,Trichoptera,Hydrobiosidae,Costachorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aphrophila,Stony,Diptera,Tipulidae,Aphrophila,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Chironominae,German,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austroperla,DempstersSp,Plecoptera,Austroperlidae,Austroperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aphrophila,Dempsters,Diptera,Tipulidae,Aphrophila,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Psilochorema,German,Trichoptera,Hydrobiosidae,Psilochorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Oligochaetae,Catlins,Oligochaetae,NA,NA,order,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Orthocladiinae,Stony,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Stenoperla,DempstersAu,Plecoptera,Eustheniidae,Stenoperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pirara,German,Diptera,Chironomidae,Pirara,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aoteapsyche,Stony,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Helicopsyche,DempstersSp,Trichoptera,Helicopsychidae,Helicopsyche,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Psilochorema,Dempsters,Trichoptera,Hydrobiosidae,Psilochorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Zelandoperla,Stony,Plecoptera,Gripopterygidae,Zelandoperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Venlaw,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aoteapsyche,Little,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Orthocladiinae,Little,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Megaleptoperla,Stony,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pycnocentrodes,Healy,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Costachorema,Healy,Trichoptera,Hydrobiosidae,Costachorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Aphrophila,Healy,Diptera,Tipulidae,Aphrophila,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pirara,Healy,Diptera,Chironomidae,Pirara,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,Stony,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Scirtidae,Stony,Coleoptera,Scirtidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Little,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Oxyethira,Little,Trichoptera,Hydroptilidae,Oxyethira,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Hydrobiosis,Little,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Olinga,DempstersAu,Trichoptera,Conoesucidae,Olinga,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Coloburiscus,Dempsters,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Dempsters,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austrosimulium,Catlins,Diptera,Simuliidae,Austrosimulium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Nesameletus,DempstersAu,Ephemeroptera,Nesameletidae,Nesameletus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Oxyethira,Healy,Trichoptera,Hydroptilidae,Oxyethira,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Potamopyrgus,Stony,Mollusca,Hydrobiidae,Potamopyrgus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austroclima,Stony,Ephemeroptera,Leptophlebiidae,Austroclima,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pirara,Dempsters,Diptera,Chironomidae,Pirara,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Diamesinae,German,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Nesameletus,DempstersSp,Ephemeroptera,Nesameletidae,Nesameletus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Coloburiscus,Stony,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Polyplectropus,DempstersAu,Trichoptera,Polycentropidae,Polyplectropus,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pycnocentrodes,DempstersAu,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Pycnocentria,DempstersAu,Trichoptera,Conoesucidae,Pycnocentria,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Tanypodinae,Little,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,DempstersSp,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Chironominae,DempstersSp,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Psilochorema,Stony,Trichoptera,Hydrobiosidae,Psilochorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Oligochaeta,Catlins,Oligochaeta,NA,NA,order,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Scirtidae,DempstersSp,Coleoptera,Scirtidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Austrosimulium,Little,Diptera,Simuliidae,Austrosimulium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Deleatidium,Healy,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Spaniocerca,Catlins,Plecoptera,Notonemouridae,Spaniocerca,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Costachorema,DempstersAu,Trichoptera,Hydrobiosidae,Costachorema,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Nothodixa,Narrowdale,Diptera,Dixidae,Nothodixa,genus,Osmeriformes,Galaxidae,Galaxias,genus,direct
Galaxias,Diamesinae,DempstersSp,Diptera,Chironomidae,NA,family,Osmeriformes,Galaxidae,Galaxias,genus,direct
Gobiomorphus,Diamesinae,DempstersAu,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Orthocladiinae,DempstersSp,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Stenoperla,Dempsters,Plecoptera,Eustheniidae,Stenoperla,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Stenoperla,DempstersAu,Plecoptera,Eustheniidae,Stenoperla,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Chironominae,DempstersAu,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Tanypodinae,Dempsters,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Potamopyrgus,Dempsters,Mollusca,Hydrobiidae,Potamopyrgus,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Pirara,Dempsters,Diptera,Chironomidae,Pirara,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Deleatidium,Dempsters,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Austroperla,DempstersSp,Plecoptera,Austroperlidae,Austroperla,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Aoteapsyche,DempstersSp,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Hydrobiosis,DempstersAu,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Aphrophila,Dempsters,Diptera,Tipulidae,Aphrophila,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Costachorema,DempstersSp,Trichoptera,Hydrobiosidae,Costachorema,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Deleatidium,DempstersSp,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Zephlebia,Dempsters,Ephemeroptera,Leptophlebiidae,Zephlebia,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Scirtidae,Dempsters,Coleoptera,Scirtidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Polyplectropus,Dempsters,Trichoptera,Polycentropidae,Polyplectropus,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Helicopsyche,DempstersAu,Trichoptera,Helicopsychidae,Helicopsyche,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Ameletopsis,Dempsters,Ephemeroptera,Ameletopsidae,Ameletopsis,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Deleatidium,DempstersAu,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Diamesinae,DempstersSp,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Pycnocentria,DempstersAu,Trichoptera,Conoesucidae,Pycnocentria,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Aoteapsyche,Dempsters,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Tanyderidae,Dempsters,Diptera,Tanyderidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Psilochorema,Dempsters,Trichoptera,Hydrobiosidae,Psilochorema,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Chironominae,Dempsters,Diptera,Chironomidae,NA,family,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Polyplectropus,DempstersAu,Trichoptera,Polycentropidae,Polyplectropus,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Hydrobiosis,Dempsters,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Pycnocentrodes,Dempsters,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Costachorema,Dempsters,Trichoptera,Hydrobiosidae,Costachorema,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Gobiomorphus,Nesameletus,DempstersAu,Ephemeroptera,Nesameletidae,Nesameletus,genus,Perciformes,Eleotridae,Gobiomorphus,genus,direct
Helicopsyche,Pirara,Healy,Diptera,Chironomidae,Pirara,family,Trichoptera,Helicopsychidae,Helicopsyche,genus,direct
Hexatomini,Oligochaetae,Berwick,Oligochaetae,NA,NA,order,Diptera,Tipulidae,Hexatomini,genus,direct
Hudsonema,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Leptoceridae,Hudsonema,genus,direct
Hydora.larvae,Pirara,Dempsters,Diptera,Chironomidae,Pirara,family,Coleoptera,Elmidae,Hydora.larvae,genus,direct
Hydora.larvae,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Coleoptera,Elmidae,Hydora.larvae,genus,direct
Hydora.larvae,Deleatidium,Dempsters,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Coleoptera,Elmidae,Hydora.larvae,genus,direct
Hydraenidae,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Coleoptera,Hydraenidae,NA,family,direct
Hydraenidae,Deleatidium,Dempsters,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Coleoptera,Hydraenidae,NA,family,direct
Hydrobiosella,Zelandoperla,Kyeburn,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Deleatidium,Kyeburn,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Deleatidium,Venlaw,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Oligochaetae,AkatoreB,Oligochaetae,NA,NA,order,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Coloburiscus,AkatoreA,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Oligochaetae,Berwick,Oligochaetae,NA,NA,order,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Zelandoperla,NorthCol,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Orthocladiinae,Kyeburn,Diptera,Chironomidae,NA,family,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Megaleptoperla,Berwick,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosella,Deleatidium,Berwick,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Philopotamidae,Hydrobiosella,genus,direct
Hydrobiosis,Stenoperla,Canton,Plecoptera,Eustheniidae,Stenoperla,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Tanypodinae,Little,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Pirara,Little,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Deleatidium,AkatoreA,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Deleatidium,Little,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oxyethira,Little,Trichoptera,Hydroptilidae,Oxyethira,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oligochaetae,Broad,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Deleatidium,Powder,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Aphrophila,DempstersAu,Diptera,Tipulidae,Aphrophila,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Cristaperla,Catlins,Plecoptera,Notonemuridae',Cristaperla,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hudsonema,German,Trichoptera,Leptoceridae,Hudsonema,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Zelandoperla,Powder,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Coloburiscus,Little,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Austrosimulium,German,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Pycnocentrodes,Blackrock,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oligochaetae,DempstersSp,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Chironominae,German,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Deleatidium,German,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Chironominae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Healy,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Psilochorema,Stony,Trichoptera,Hydrobiosidae,Psilochorema,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
