consumer,resource,source.id,res.order,res.family,res.genus,res.method,con.order,con.family,con.genus,con.method,linkevidence
Hydrobiosis,Oligochaetae,German,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Deleatidium,Canton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Powder,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Deleatidium,Blackrock,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Broad,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hydrobiosella,Canton,Trichoptera,Philopotamidae,Hydrobiosella,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hydora.larvae,Catlins,Coleoptera,Elmidae,Hydora.larvae,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Diamesinae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Psilochorema,Canton,Trichoptera,Hydrobiosidae,Psilochorema,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Chironominae,Powder,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oniscigaster,Canton,Ephemeroptera,Oniscigastridae,Oniscigaster,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Megaleptoperla,Canton,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Little,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Austrosimulium,Stony,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hydraenidae,Canton,Coleoptera,Hydraenidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Stony,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Nesameletus,Healy,Ephemeroptera,Nesameletidae,Nesameletus,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Austrosimulium,Little,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hydrobiosis,Broad,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Pirara,German,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Pirara,Stony,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oxyethira,Healy,Trichoptera,Hydroptilidae,Oxyethira,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Austrosimulium,Powder,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hydrobiosis,German,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oligochaeta,Powder,Oligochaeta,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Chironominae,DempstersAu,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Hudsonema,Little,Trichoptera,Leptoceridae,Hudsonema,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Orthocladiinae,German,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Zelandoperla,NorthCol,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Coloburiscus,Blackrock,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oligochaetae,Kyeburn,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Austrosimulium,Healy,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Polyplectropus,Little,Trichoptera,Polycentropidae,Polyplectropus,genus,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Oligochaetae,Stony,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Pirara,Healy,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Diamesinae,Healy,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrobiosis,Pirara,Canton,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,direct
Hydrochorema,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Hydrobiosidae,Hydrochorema,genus,direct
Megaleptoperla,Oniscigaster,Dempsters,Ephemeroptera,Oniscigastridae,Oniscigaster,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Aoteapsyche,Dempsters,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Megaleptoperla,Dempsters,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Deleatidium,Venlaw,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Acroperla,Blackrock,Plecoptera,Gripopterygidae,Acroperla,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Orthocladiinae,Venlaw,Diptera,Chironomidae,NA,family,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Oligochaetae,Blackrock,Oligochaetae,NA,NA,order,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Hydrobiosis,NorthCol,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Deleatidium,Powder,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Megaleptoperla,Costachorema,Dempsters,Trichoptera,Hydrobiosidae,Costachorema,genus,Plecoptera,Gripopterygidae,Megaleptoperla,genus,direct
Nannochorista,Orthocladiinae,Broad,Diptera,Chironomidae,NA,family,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Paracalliope,Berwick,Amphipoda,Paracalliopiidae,Paracalliope,order,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Orthocladiinae,Berwick,Diptera,Chironomidae,NA,family,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Paracalliope,Narrowdale,Amphipoda,Paracalliopiidae,Paracalliope,order,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Deleatidium,NorthCol,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Oligochaetae,Berwick,Oligochaetae,NA,NA,order,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Diamesinae,Broad,Diptera,Chironomidae,NA,family,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Oligochaetae,Narrowdale,Oligochaetae,NA,NA,order,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Nannochorista,Chironominae,Narrowdale,Diptera,Chironomidae,NA,family,Mecoptera,Nannochoristidae,Nannochorista,genus,direct
Neozephlebia,Ephydridae,Narrowdale,Diptera,Ephydridae,NA,family,Ephemeroptera,Leptophlebiidae,Neozephlebia,genus,direct
Nothodixa,Oligochaetae,Narrowdale,Oligochaetae,NA,NA,order,Diptera,Dixidae,Nothodixa,genus,direct
Oligochaetae,Pirara,Little,Diptera,Chironomidae,Pirara,family,Oligochaetae,NA,NA,order,direct
Orthocladiinae,Oligochaetae,Healy,Oligochaetae,NA,NA,order,Diptera,Chironomidae,NA,family,direct
Paranephrops,Deleatidium,Venlaw,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Oligochaetae,Catlins,Oligochaetae,NA,NA,order,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Coloburiscus,AkatoreB,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Pycnocentrodes,Dempsters,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Stenoperla,NorthCol,Plecoptera,Eustheniidae,Stenoperla,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Hudsonema,DempstersSp,Trichoptera,Leptoceridae,Hudsonema,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Oligochaetae,DempstersAu,Oligochaetae,NA,NA,order,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Hydrobiosella,AkatoreB,Trichoptera,Philopotamidae,Hydrobiosella,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Oxyethira,DempstersSp,Trichoptera,Hydroptilidae,Oxyethira,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Philorheithrus,Dempsters,Trichoptera,Philorheithridae,Philorheithrus,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Pycnocentria,DempstersAu,Trichoptera,Conoesucidae,Pycnocentria,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Deleatidium,Canton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Paranephrops,Canton,Decapoda,Parastacidae,Paranephrops,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Deleatidium,DempstersAu,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Costachorema,DempstersAu,Trichoptera,Hydrobiosidae,Costachorema,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Deleatidium,DempstersSp,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Helicopsyche,Dempsters,Trichoptera,Helicopsychidae,Helicopsyche,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Chironominae,DempstersAu,Diptera,Chironomidae,NA,family,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Hydora.larvae,Dempsters,Coleoptera,Elmidae,Hydora.larvae,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Atalophlebioides,Dempsters,Ephemeroptera,Leptophlebiidae,Atalophlebioides,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Potamopyrgus,DempstersAu,Mollusca,Hydrobiidae,Potamopyrgus,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Beraeoptera,Dempsters,Trichoptera,Conoesucidae,Beraeoptera,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Helicopsyche,DempstersSp,Trichoptera,Helicopsychidae,Helicopsyche,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Oligochaetae,AkatoreB,Oligochaetae,NA,NA,order,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Coloburiscus,Dempsters,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Diamesinae,DempstersSp,Diptera,Chironomidae,NA,family,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Oniscigaster,DempstersAu,Ephemeroptera,Oniscigastridae,Oniscigaster,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Deleatidium,AkatoreB,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Pycnocentrodes,DempstersSp,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Oligochaetae,Narrowdale,Oligochaetae,NA,NA,order,Decapoda,Parastacidae,Paranephrops,genus,direct
Paranephrops,Deleatidium,NorthCol,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Decapoda,Parastacidae,Paranephrops,genus,direct
Philorheithrus,Tiphobiosis,Dempsters,Trichoptera,Hydrobiosidae,Tiphobiosis,genus,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Orthocladiinae,Broad,Diptera,Chironomidae,NA,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Hudsonema,Broad,Trichoptera,Leptoceridae,Hudsonema,genus,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Paracalliope,Berwick,Amphipoda,Paracalliopiidae,Paracalliope,order,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Pirara,Healy,Diptera,Chironomidae,Pirara,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Orthocladiinae,Berwick,Diptera,Chironomidae,NA,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Pirara,Stony,Diptera,Chironomidae,Pirara,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Orthocladiinae,Stony,Diptera,Chironomidae,NA,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Orthocladiinae,Healy,Diptera,Chironomidae,NA,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Pirara,Broad,Diptera,Chironomidae,Pirara,family,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Philorheithrus,Zelandoperla,NorthCol,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Philorheithridae,Philorheithrus,genus,direct
Pirara,Austrosimulium,Healy,Diptera,Simuliidae,Austrosimulium,genus,Diptera,Chironomidae,Pirara,family,direct
Polyplectropus,Hydora.adult,Narrowdale,Coleoptera,Elmidae,Hydora.adult,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Zelandoperla,NorthCol,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Diamesinae,Broad,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Diamesinae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Oxyethira,Little,Trichoptera,Hydroptilidae,Oxyethira,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Deleatidium,Broad,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Oligochaetae,Berwick,Oligochaetae,NA,NA,order,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Oniscigaster,Canton,Ephemeroptera,Oniscigastridae,Oniscigaster,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Hydrobiosis,Broad,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Megaleptoperla,Canton,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Chironominae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Paracalliope,Narrowdale,Amphipoda,Paracalliopiidae,Paracalliope,order,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Deleatidium,Canton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Aoteapsyche,Dempsters,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Orthocladiinae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Orthocladiinae,Broad,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Austrosimulium,Broad,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Oligochaetae,Narrowdale,Oligochaetae,NA,NA,order,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Deleatidium,Blackrock,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Oligochaetae,AkatoreA,Oligochaetae,NA,NA,order,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Pirara,Canton,Diptera,Chironomidae,Pirara,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Chironominae,Dempsters,Diptera,Chironomidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Coloburiscus,Blackrock,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Hydraenidae,Canton,Coleoptera,Hydraenidae,NA,family,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Stenoperla,Canton,Plecoptera,Eustheniidae,Stenoperla,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Deleatidium,Narrowdale,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Psilochorema,Canton,Trichoptera,Hydrobiosidae,Psilochorema,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Polyplectropus,Pycnocentrodes,Blackrock,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Trichoptera,Polycentropidae,Polyplectropus,genus,direct
Psilochorema,Deleatidium,Dempsters,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,German,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaeta,Catlins,Oligochaeta,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaeta,Powder,Oligochaeta,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Pirara,Broad,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,Powder,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,Healy,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Pycnocentria,Canton,Trichoptera,Conoesucidae,Pycnocentria,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Pirara,Stony,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,Kyeburn,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Podonominae,Kyeburn,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Paracalliope,Catlins,Amphipoda,Paracalliopiidae,Paracalliope,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Stony,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Aoteapsyche,Kyeburn,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,German,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Psilochorema,Stony,Trichoptera,Hydrobiosidae,Psilochorema,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Austrosimulium,Healy,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Powder,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Broad,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,NorthCol,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaetae,Stony,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Pirara,German,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oxyethira,Little,Trichoptera,Hydroptilidae,Oxyethira,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaetae,Kyeburn,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Austrosimulium,Canton,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Chironominae,DempstersSp,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Kyeburn,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Helicopsyche,Blackrock,Trichoptera,Helicopsychidae,Helicopsyche,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Pirara,Canton,Diptera,Chironomidae,Pirara,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Austroperla,NorthCol,Plecoptera,Austroperlidae,Austroperla,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Canton,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Amphipoda,Broad,Amphipoda,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaetae,Canton,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,Stony,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Pycnocentrodes,Powder,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Zelandoperla,Powder,Plecoptera,Gripopterygidae,Zelandoperla,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,Canton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Hydora.larvae,Stony,Coleoptera,Elmidae,Hydora.larvae,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Oligochaetae,Broad,Oligochaetae,NA,NA,order,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Deleatidium,Broad,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Chironominae,German,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Austrosimulium,German,Diptera,Simuliidae,Austrosimulium,genus,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psilochorema,Orthocladiinae,Healy,Diptera,Chironomidae,NA,family,Trichoptera,Hydrobiosidae,Psilochorema,genus,direct
Psychodidae,Oligochaeta,NorthCol,Oligochaeta,NA,NA,order,Diptera,Psychodidae,NA,family,direct
Psychodidae,Deleatidium,NorthCol,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Diptera,Psychodidae,NA,family,direct
Pycnocentria,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Trichoptera,Conoesucidae,Pycnocentria,genus,direct
Pycnocentria,Pirara,Dempsters,Diptera,Chironomidae,Pirara,family,Trichoptera,Conoesucidae,Pycnocentria,genus,direct
Pycnocentria,Oligochaetae,Dempsters,Oligochaetae,NA,NA,order,Trichoptera,Conoesucidae,Pycnocentria,genus,direct
Pycnocentrodes,Orthocladiinae,Stony,Diptera,Chironomidae,NA,family,Trichoptera,Conoesucidae,Pycnocentrodes,genus,direct
Pycnocentrodes,Pirara,Dempsters,Diptera,Chironomidae,Pirara,family,Trichoptera,Conoesucidae,Pycnocentrodes,genus,direct
