"","consumer","resource","source.id","res.order","res.family","res.genus","minimum.res.method","con.order","con.family","con.genus","minimum.con.method","linkevidence"
"331","Gobiomorphus","Hydrobiosis","DempstersAu","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"332","Gobiomorphus","Zephlebia","Dempsters","Ephemeroptera","Leptophlebiidae","Zephlebia","genus","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"333","Gobiomorphus","Potamopyrgus","Dempsters","Mollusca","Hydrobiidae","Potamopyrgus","genus","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"334","Gobiomorphus","Polyplectropus","DempstersAu","Trichoptera","Polycentropidae","Polyplectropus","genus","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"335","Gobiomorphus","Hydrobiosis","Dempsters","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"336","Gobiomorphus","Aphrophila","Dempsters","Diptera","Tipulidae","Aphrophila","genus","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"337","Gobiomorphus","Chironominae","Dempsters","Diptera","Chironomidae",NA,"family","Perciformes","Eleotridae","Gobiomorphus","genus","direct"
"338","Helicopsyche","Pirara","Healy","Diptera","Chironomidae","Pirara","family","Trichoptera","Helicopsychidae","Helicopsyche","genus","direct"
"339","Hexatomini","Oligochaetae","Berwick","Oligochaetae",NA,NA,"order","Diptera","Tipulidae","Hexatomini","genus","direct"
"340","Hudsonema","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Trichoptera","Leptoceridae","Hudsonema","genus","direct"
"341","Hydora.larvae","Orthocladiinae","Dempsters","Diptera","Chironomidae",NA,"family","Coleoptera","Elmidae","Hydora.larvae","genus","direct"
"342","Hydora.larvae","Pirara","Dempsters","Diptera","Chironomidae","Pirara","family","Coleoptera","Elmidae","Hydora.larvae","genus","direct"
"343","Hydora.larvae","Deleatidium","Dempsters","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Coleoptera","Elmidae","Hydora.larvae","genus","direct"
"344","Hydraenidae","Deleatidium","Dempsters","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Coleoptera","Hydraenidae",NA,"family","direct"
"345","Hydraenidae","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Coleoptera","Hydraenidae",NA,"family","direct"
"346","Hydrobiosella","Deleatidium","Kyeburn","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"347","Hydrobiosella","Zelandoperla","NorthCol","Plecoptera","Gripopterygidae","Zelandoperla","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"348","Hydrobiosella","Orthocladiinae","Kyeburn","Diptera","Chironomidae",NA,"family","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"349","Hydrobiosella","Coloburiscus","AkatoreA","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"350","Hydrobiosella","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"351","Hydrobiosella","Deleatidium","Berwick","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"352","Hydrobiosella","Megaleptoperla","Berwick","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"353","Hydrobiosella","Oligochaetae","Berwick","Oligochaetae",NA,NA,"order","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"354","Hydrobiosella","Oligochaetae","AkatoreB","Oligochaetae",NA,NA,"order","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"355","Hydrobiosella","Zelandoperla","Kyeburn","Plecoptera","Gripopterygidae","Zelandoperla","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"356","Hydrobiosella","Deleatidium","Venlaw","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Philopotamidae","Hydrobiosella","genus","direct"
"357","Hydrobiosis","Aphrophila","DempstersAu","Diptera","Tipulidae","Aphrophila","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"358","Hydrobiosis","Deleatidium","German","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"359","Hydrobiosis","Diamesinae","Canton","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"360","Hydrobiosis","Oligochaetae","DempstersSp","Oligochaetae",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"361","Hydrobiosis","Tanypodinae","Little","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"362","Hydrobiosis","Hydraenidae","Canton","Coleoptera","Hydraenidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"363","Hydrobiosis","Coloburiscus","Little","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"364","Hydrobiosis","Oligochaetae","Kyeburn","Oligochaetae",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"365","Hydrobiosis","Oxyethira","Little","Trichoptera","Hydroptilidae","Oxyethira","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"366","Hydrobiosis","Pirara","Canton","Diptera","Chironomidae","Pirara","family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"367","Hydrobiosis","Orthocladiinae","Little","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"368","Hydrobiosis","Deleatidium","Powder","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"369","Hydrobiosis","Zelandoperla","Powder","Plecoptera","Gripopterygidae","Zelandoperla","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"370","Hydrobiosis","Austrosimulium","German","Diptera","Simuliidae","Austrosimulium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"371","Hydrobiosis","Stenoperla","Canton","Plecoptera","Eustheniidae","Stenoperla","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"372","Hydrobiosis","Oligochaeta","Powder","Oligochaeta",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"373","Hydrobiosis","Austrosimulium","Little","Diptera","Simuliidae","Austrosimulium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"374","Hydrobiosis","Orthocladiinae","Healy","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"375","Hydrobiosis","Pirara","Healy","Diptera","Chironomidae","Pirara","family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"376","Hydrobiosis","Oxyethira","Healy","Trichoptera","Hydroptilidae","Oxyethira","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"377","Hydrobiosis","Oligochaetae","Broad","Oligochaetae",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"378","Hydrobiosis","Deleatidium","AkatoreA","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"379","Hydrobiosis","Orthocladiinae","Powder","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"380","Hydrobiosis","Orthocladiinae","Canton","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"381","Hydrobiosis","Polyplectropus","Little","Trichoptera","Polycentropidae","Polyplectropus","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"382","Hydrobiosis","Orthocladiinae","Dempsters","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"383","Hydrobiosis","Orthocladiinae","Broad","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"384","Hydrobiosis","Coloburiscus","Blackrock","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"385","Hydrobiosis","Austrosimulium","Powder","Diptera","Simuliidae","Austrosimulium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"386","Hydrobiosis","Chironominae","Canton","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"387","Hydrobiosis","Hudsonema","Little","Trichoptera","Leptoceridae","Hudsonema","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"388","Hydrobiosis","Psilochorema","Canton","Trichoptera","Hydrobiosidae","Psilochorema","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"389","Hydrobiosis","Zelandoperla","NorthCol","Plecoptera","Gripopterygidae","Zelandoperla","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"390","Hydrobiosis","Cristaperla","Catlins","Plecoptera","Notonemuridae'","Cristaperla","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"391","Hydrobiosis","Oniscigaster","Canton","Ephemeroptera","Oniscigastridae","Oniscigaster","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"392","Hydrobiosis","Hydora.larvae","Catlins","Coleoptera","Elmidae","Hydora.larvae","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"393","Hydrobiosis","Nesameletus","Dempsters","Ephemeroptera","Nesameletidae","Nesameletus","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"394","Hydrobiosis","Nesameletus","Healy","Ephemeroptera","Nesameletidae","Nesameletus","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"395","Hydrobiosis","Chironominae","DempstersAu","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"396","Hydrobiosis","Diamesinae","Healy","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"397","Hydrobiosis","Orthocladiinae","German","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"398","Hydrobiosis","Hudsonema","German","Trichoptera","Leptoceridae","Hudsonema","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"399","Hydrobiosis","Megaleptoperla","Canton","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"400","Hydrobiosis","Deleatidium","Blackrock","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"401","Hydrobiosis","Pirara","German","Diptera","Chironomidae","Pirara","family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"402","Hydrobiosis","Chironominae","Powder","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"403","Hydrobiosis","Pirara","Stony","Diptera","Chironomidae","Pirara","family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"404","Hydrobiosis","Deleatidium","Canton","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"405","Hydrobiosis","Deleatidium","Little","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"406","Hydrobiosis","Pycnocentrodes","Blackrock","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"407","Hydrobiosis","Oligochaetae","German","Oligochaetae",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"408","Hydrobiosis","Austrosimulium","Healy","Diptera","Simuliidae","Austrosimulium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"409","Hydrobiosis","Hydrobiosis","German","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"410","Hydrobiosis","Psilochorema","Stony","Trichoptera","Hydrobiosidae","Psilochorema","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"411","Hydrobiosis","Austrosimulium","Stony","Diptera","Simuliidae","Austrosimulium","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"412","Hydrobiosis","Chironominae","German","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"413","Hydrobiosis","Oligochaetae","Stony","Oligochaetae",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"414","Hydrobiosis","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"415","Hydrobiosis","Hydrobiosella","Canton","Trichoptera","Philopotamidae","Hydrobiosella","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"416","Hydrobiosis","Orthocladiinae","Stony","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"417","Hydrobiosis","Hydrobiosis","Broad","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"418","Hydrobiosis","Pirara","Little","Diptera","Chironomidae","Pirara","family","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","direct"
"419","Hydrochorema","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Trichoptera","Hydrobiosidae","Hydrochorema","genus","direct"
"420","Megaleptoperla","Nesameletus","Dempsters","Ephemeroptera","Nesameletidae","Nesameletus","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"421","Megaleptoperla","Aoteapsyche","Dempsters","Trichoptera","Hydropsychidae","Aoteapsyche","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"422","Megaleptoperla","Oniscigaster","Dempsters","Ephemeroptera","Oniscigastridae","Oniscigaster","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"423","Megaleptoperla","Costachorema","Dempsters","Trichoptera","Hydrobiosidae","Costachorema","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"424","Megaleptoperla","Deleatidium","Venlaw","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"425","Megaleptoperla","Acroperla","Blackrock","Plecoptera","Gripopterygidae","Acroperla","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"426","Megaleptoperla","Orthocladiinae","Venlaw","Diptera","Chironomidae",NA,"family","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"427","Megaleptoperla","Orthocladiinae","Dempsters","Diptera","Chironomidae",NA,"family","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"428","Megaleptoperla","Deleatidium","Powder","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"429","Megaleptoperla","Megaleptoperla","Dempsters","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"430","Megaleptoperla","Oligochaetae","Blackrock","Oligochaetae",NA,NA,"order","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"431","Megaleptoperla","Hydrobiosis","NorthCol","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"432","Megaleptoperla","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Plecoptera","Gripopterygidae","Megaleptoperla","genus","direct"
"433","Nannochorista","Orthocladiinae","Berwick","Diptera","Chironomidae",NA,"family","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"434","Nannochorista","Paracalliope","Narrowdale","Amphipoda","Paracalliopiidae","Paracalliope","order","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"435","Nannochorista","Paracalliope","Berwick","Amphipoda","Paracalliopiidae","Paracalliope","order","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"436","Nannochorista","Deleatidium","NorthCol","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"437","Nannochorista","Chironominae","Narrowdale","Diptera","Chironomidae",NA,"family","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"438","Nannochorista","Diamesinae","Broad","Diptera","Chironomidae",NA,"family","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"439","Nannochorista","Oligochaetae","Narrowdale","Oligochaetae",NA,NA,"order","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"440","Nannochorista","Orthocladiinae","Broad","Diptera","Chironomidae",NA,"family","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"441","Nannochorista","Oligochaetae","Berwick","Oligochaetae",NA,NA,"order","Mecoptera","Nannochoristidae","Nannochorista","genus","direct"
"442","Neozephlebia","Ephydridae","Narrowdale","Diptera","Ephydridae",NA,"family","Ephemeroptera","Leptophlebiidae","Neozephlebia","genus","direct"
"443","Nothodixa","Oligochaetae","Narrowdale","Oligochaetae",NA,NA,"order","Diptera","Dixidae","Nothodixa","genus","direct"
"444","Oligochaetae","Pirara","Little","Diptera","Chironomidae","Pirara","family","Oligochaetae",NA,NA,"order","direct"
"445","Orthocladiinae","Oligochaetae","Healy","Oligochaetae",NA,NA,"order","Diptera","Chironomidae",NA,"family","direct"
"446","Paranephrops","Oligochaetae","DempstersAu","Oligochaetae",NA,NA,"order","Decapoda","Parastacidae","Paranephrops","genus","direct"
"447","Paranephrops","Beraeoptera","Dempsters","Trichoptera","Conoesucidae","Beraeoptera","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"448","Paranephrops","Costachorema","DempstersAu","Trichoptera","Hydrobiosidae","Costachorema","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"449","Paranephrops","Oligochaetae","AkatoreB","Oligochaetae",NA,NA,"order","Decapoda","Parastacidae","Paranephrops","genus","direct"
"450","Paranephrops","Deleatidium","Canton","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"451","Paranephrops","Helicopsyche","DempstersSp","Trichoptera","Helicopsychidae","Helicopsyche","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"452","Paranephrops","Potamopyrgus","DempstersAu","Mollusca","Hydrobiidae","Potamopyrgus","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"453","Paranephrops","Coloburiscus","Dempsters","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"454","Paranephrops","Philorheithrus","Dempsters","Trichoptera","Philorheithridae","Philorheithrus","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"455","Paranephrops","Coloburiscus","AkatoreB","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"456","Paranephrops","Oniscigaster","DempstersAu","Ephemeroptera","Oniscigastridae","Oniscigaster","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"457","Paranephrops","Chironominae","DempstersAu","Diptera","Chironomidae",NA,"family","Decapoda","Parastacidae","Paranephrops","genus","direct"
"458","Paranephrops","Pycnocentrodes","DempstersSp","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"459","Paranephrops","Oxyethira","DempstersSp","Trichoptera","Hydroptilidae","Oxyethira","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"460","Paranephrops","Deleatidium","DempstersSp","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"461","Paranephrops","Oligochaetae","Catlins","Oligochaetae",NA,NA,"order","Decapoda","Parastacidae","Paranephrops","genus","direct"
"462","Paranephrops","Pycnocentria","DempstersAu","Trichoptera","Conoesucidae","Pycnocentria","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"463","Paranephrops","Hydrobiosella","AkatoreB","Trichoptera","Philopotamidae","Hydrobiosella","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"464","Paranephrops","Atalophlebioides","Dempsters","Ephemeroptera","Leptophlebiidae","Atalophlebioides","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"465","Paranephrops","Deleatidium","AkatoreB","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"466","Paranephrops","Oligochaetae","Narrowdale","Oligochaetae",NA,NA,"order","Decapoda","Parastacidae","Paranephrops","genus","direct"
"467","Paranephrops","Deleatidium","DempstersAu","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"468","Paranephrops","Diamesinae","DempstersSp","Diptera","Chironomidae",NA,"family","Decapoda","Parastacidae","Paranephrops","genus","direct"
"469","Paranephrops","Deleatidium","Venlaw","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"470","Paranephrops","Hydora.larvae","Dempsters","Coleoptera","Elmidae","Hydora.larvae","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"471","Paranephrops","Stenoperla","NorthCol","Plecoptera","Eustheniidae","Stenoperla","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"472","Paranephrops","Helicopsyche","Dempsters","Trichoptera","Helicopsychidae","Helicopsyche","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"473","Paranephrops","Hudsonema","DempstersSp","Trichoptera","Leptoceridae","Hudsonema","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"474","Paranephrops","Paranephrops","Canton","Decapoda","Parastacidae","Paranephrops","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"475","Paranephrops","Deleatidium","NorthCol","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"476","Paranephrops","Pycnocentrodes","Dempsters","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Decapoda","Parastacidae","Paranephrops","genus","direct"
"477","Philorheithrus","Orthocladiinae","Berwick","Diptera","Chironomidae",NA,"family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"478","Philorheithrus","Orthocladiinae","Broad","Diptera","Chironomidae",NA,"family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"479","Philorheithrus","Orthocladiinae","Stony","Diptera","Chironomidae",NA,"family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"480","Philorheithrus","Zelandoperla","NorthCol","Plecoptera","Gripopterygidae","Zelandoperla","genus","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"481","Philorheithrus","Orthocladiinae","Healy","Diptera","Chironomidae",NA,"family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"482","Philorheithrus","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"483","Philorheithrus","Pirara","Healy","Diptera","Chironomidae","Pirara","family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"484","Philorheithrus","Hudsonema","Broad","Trichoptera","Leptoceridae","Hudsonema","genus","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"485","Philorheithrus","Paracalliope","Berwick","Amphipoda","Paracalliopiidae","Paracalliope","order","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"486","Philorheithrus","Pirara","Stony","Diptera","Chironomidae","Pirara","family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"487","Philorheithrus","Tiphobiosis","Dempsters","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"488","Philorheithrus","Nesameletus","Dempsters","Ephemeroptera","Nesameletidae","Nesameletus","genus","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"489","Philorheithrus","Pirara","Broad","Diptera","Chironomidae","Pirara","family","Trichoptera","Philorheithridae","Philorheithrus","genus","direct"
"490","Pirara","Austrosimulium","Healy","Diptera","Simuliidae","Austrosimulium","genus","Diptera","Chironomidae","Pirara","family","direct"
"491","Polyplectropus","Orthocladiinae","Broad","Diptera","Chironomidae",NA,"family","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"492","Polyplectropus","Zelandoperla","NorthCol","Plecoptera","Gripopterygidae","Zelandoperla","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"493","Polyplectropus","Aoteapsyche","Dempsters","Trichoptera","Hydropsychidae","Aoteapsyche","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"494","Polyplectropus","Deleatidium","Narrowdale","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"495","Polyplectropus","Psilochorema","Canton","Trichoptera","Hydrobiosidae","Psilochorema","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"496","Polyplectropus","Hydora.adult","Narrowdale","Coleoptera","Elmidae","Hydora.adult","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"497","Polyplectropus","Chironominae","Dempsters","Diptera","Chironomidae",NA,"family","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"498","Polyplectropus","Oxyethira","Little","Trichoptera","Hydroptilidae","Oxyethira","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"499","Polyplectropus","Megaleptoperla","Canton","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"500","Polyplectropus","Deleatidium","Broad","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"501","Polyplectropus","Diamesinae","Broad","Diptera","Chironomidae",NA,"family","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"502","Polyplectropus","Pirara","Canton","Diptera","Chironomidae","Pirara","family","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"503","Polyplectropus","Hydraenidae","Canton","Coleoptera","Hydraenidae",NA,"family","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"504","Polyplectropus","Oligochaetae","Narrowdale","Oligochaetae",NA,NA,"order","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"505","Polyplectropus","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"506","Polyplectropus","Pycnocentrodes","Blackrock","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"507","Polyplectropus","Chironominae","Canton","Diptera","Chironomidae",NA,"family","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"508","Polyplectropus","Oligochaetae","Berwick","Oligochaetae",NA,NA,"order","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
"509","Polyplectropus","Austrosimulium","Broad","Diptera","Simuliidae","Austrosimulium","genus","Trichoptera","Polycentropidae","Polyplectropus","genus","direct"
