"","consumer","resource","source.id","res.order","res.family","res.genus","minimum.res.method","con.order","con.family","con.genus","minimum.con.method","linkevidence"
"1141","Aoteapsyche colonica","Filamentous Algae","8",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,NA
"1142","Austroperla cyrene","Filamentous Algae","16",NA,NA,NA,NA,"Plecoptera","Austroperlidae","Austroperla",NA,NA
"1143","Coloburiscus humeralis","Filamentous Algae","16",NA,NA,NA,NA,"Ephemeroptera","Coloburiscidae","Coloburiscus",NA,NA
"1144","Nesameletus ornatus","Filamentous Algae","16",NA,NA,NA,NA,"Ephemeroptera","Nesameletidae","Nesameletus",NA,NA
"1145","Olinga feredayi","Filamentous Algae","16",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Olinga",NA,NA
"1146","Spaniocercoides cowleyi","Filamentous Algae","16",NA,NA,NA,NA,"Plecoptera","Notonemouridae","Spaniocerca",NA,NA
"1147","Zelandobius confusus","Filamentous Algae","16",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandobius",NA,NA
"1148","Zelandoperla agnetis","Filamentous Algae","16",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandoperla",NA,NA
"1149","Aphrophila neozelandica","Filamentous Algae","17",NA,NA,NA,NA,"Diptera","Tipulidae","Aphrophila",NA,NA
"1150","Acanthophlebia","FPOM","4",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Acanthophlebia",NA,"direct"
"1151","Aoteapsyche","FPOM","4",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,"direct"
"1152","Aphrophila","FPOM","4",NA,NA,NA,NA,"Diptera","Tipulidae","Aphrophila",NA,"direct"
"1153","Archichauliodes","FPOM","4",NA,NA,NA,NA,"Megaloptera","Corydalidae","Archichauliodes",NA,"direct"
"1154","Austroperla","FPOM","4",NA,NA,NA,NA,"Plecoptera","Austroperlidae","Austroperla",NA,"direct"
"1155","Austrosimulium","FPOM","4",NA,NA,NA,NA,"Diptera","Simuliidae","Austrosimulium",NA,"direct"
"1156","Chironomidae","FPOM","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"1157","Coloburiscus","FPOM","4",NA,NA,NA,NA,"Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"direct"
"1158","Diamesinae","FPOM","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"1159","Elmidae","FPOM","4",NA,NA,NA,NA,"Coleoptera","Elmidae","Hydora.larvae",NA,"direct"
"1160","Eriopterini","FPOM","4",NA,NA,NA,NA,"Diptera","Tipulidae","Eriopterini",NA,"direct"
"1161","Hydrobiosella","FPOM","4",NA,NA,NA,NA,"Trichoptera","Philopotamidae","Hydrobiosella",NA,"direct"
"1162","Orthopsyche","FPOM","4",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Orthopsyche",NA,"direct"
"1163","Platyhelminthes","FPOM","4",NA,NA,NA,NA,"Platyhelminthes",NA,NA,NA,"direct"
"1164","Polyplectropus","FPOM","4",NA,NA,NA,NA,"Trichoptera","Polycentropidae","Polyplectropus",NA,"direct"
"1165","Ptylidactylidae","FPOM","4",NA,NA,NA,NA,"Coleoptera","Ptylidactylidae",NA,NA,"direct"
"1166","Pycnocentrodes","FPOM","4",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentrodes",NA,"direct"
"1167","Zelandobius","FPOM","4",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandobius",NA,"direct"
"1168","Zelandoperla","FPOM","4",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandoperla",NA,"direct"
"1169","Zephlebia","FPOM","4",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Zephlebia",NA,"direct"
"1170","Acanthophlebia","FPOM","7",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Acanthophlebia",NA,NA
"1171","Aoteapsyche raruraru","FPOM","16",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,NA
"1172","Austroclima sepia","FPOM","16",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Austroclima",NA,NA
"1173","Austroperla cyrene","FPOM","16",NA,NA,NA,NA,"Plecoptera","Austroperlidae","Austroperla",NA,NA
"1174","Coloburiscus humeralis","FPOM","16",NA,NA,NA,NA,"Ephemeroptera","Coloburiscidae","Coloburiscus",NA,NA
"1175","Deleatidium","FPOM","16",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Deleatidium",NA,NA
"1176","Hydrobiosella stenocerca","FPOM","16",NA,NA,NA,NA,"Trichoptera","Philopotamidae","Hydrobiosella",NA,NA
"1177","Nesameletus ornatus","FPOM","16",NA,NA,NA,NA,"Ephemeroptera","Nesameletidae","Nesameletus",NA,NA
"1178","Olinga feredayi","FPOM","16",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Olinga",NA,NA
"1179","Pycnocentrella eruensis","FPOM","16",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentrella",NA,NA
"1180","Pycnocentria sylvestris","FPOM","16",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentria",NA,NA
"1181","Spaniocerca zelandica","FPOM","16",NA,NA,NA,NA,"Plecoptera","Notonemouridae","Spaniocerca",NA,NA
"1182","Spaniocercoides cowleyi","FPOM","16",NA,NA,NA,NA,"Plecoptera","Notonemouridae","Spaniocerca",NA,NA
"1183","Zelandobius confusus","FPOM","16",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandobius",NA,NA
"1184","Zelandoperla agnetis","FPOM","16",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandoperla",NA,NA
"1185","Zelandoperla fenestrata","FPOM","16",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandoperla",NA,NA
"1186","Deleatidium","Fragilaria","2","Fragilariales","Fragilariaceae","Fragilaria",NA,"Ephemeroptera","Leptophlebiidae","Deleatidium",NA,"direct"
"1187","Anguilla dieffenbachii","Gobiomorphus","12","Perciformes","Eleotridae","Gobiomorphus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1188","Anguilla australis","Gobiomorphus","13","Perciformes","Eleotridae","Gobiomorphus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1189","Anguilla dieffenbachii","Gobiomorphus","13","Perciformes","Eleotridae","Gobiomorphus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1190","Deleatidium","Gomphonema","2","Cymbellales","Gomphonemataceae","Gomphonema",NA,"Ephemeroptera","Leptophlebiidae","Deleatidium",NA,"direct"
"1191","Galaxias argenteus","Gyraulus corinna","6","Mollusca","Planorbidae","Gyraulus",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1192","Paranephrops zealandicus","Gyrinus","11","Coleoptera","Gyrinidae","Gyrinus",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1193","Gobiomorphus","Helicopsyche","2","Trichoptera","Helicopyshidae","Helicopsyche",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1194","Salmo","Helicopsyche","2","Trichoptera","Helicopyshidae","Helicopsyche",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1195","Galaxias argenteus","Helicopsyche","6","Trichoptera","Helicopyshidae","Helicopsyche",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1196","Paranephrops zealandicus","Helicopsyche","11","Trichoptera","Helicopyshidae","Helicopsyche",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1197","Galaxias postvectis","Helicopsyche","14","Trichoptera","Helicopyshidae","Helicopsyche",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1198","Archichauliodes","Homalaena","2","Coleoptera","Hydraenidae","Homalaena",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,"direct"
"1199","Galaxias","Homalaena","2","Coleoptera","Hydraenidae","Homalaena",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1200","Gobiomorphus","Homalaena","2","Coleoptera","Hydraenidae","Homalaena",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1201","Paranephrops zealandicus","Hudsonema","11","Trichoptera","Leptoceridae","Hudsonema",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1202","Salmo trutta","Hudsonema amabile","5","Trichoptera","Leptoceridae","Hudsonema",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1203","Galaxias argenteus","Hudsonema amabilis","6","Trichoptera","Leptoceridae","Hudsonema",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1204","Stenoperla prasina","Hudsonema amabilis","10","Trichoptera","Leptoceridae","Hudsonema",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1205","Anguilla","Hydora","2","Coleoptera","Elmidae","Hydora",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1206","Galaxias","Hydora","2","Coleoptera","Elmidae","Hydora",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1207","Gobiomorphus","Hydora","2","Coleoptera","Elmidae","Hydora",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1208","Paranephrops zealandicus","Hydora","11","Coleoptera","Elmidae","Hydora",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1209","Paranephrops zealandicus","Hydraena","11","Coleoptera","Hydraenidae","Hydraena",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1210","Galaxias","Hydrobiosella","2","Trichoptera","Philopotamidae","Hydrobiosella",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1211","Gobiomorphus","Hydrobiosella","2","Trichoptera","Philopotamidae","Hydrobiosella",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1212","Stenoperla","Hydrobiosella","2","Trichoptera","Philopotamidae","Hydrobiosella",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"1213","Paranephrops zealandicus","Hydrobiosella","11","Trichoptera","Philopotamidae","Hydrobiosella",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1214","Stenoperla","Hydrobiosidae","3","Trichoptera","Hydrobiosidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"1215","Archichauliodes diversus","Hydrobiosidae","10","Trichoptera","Hydrobiosidae",NA,NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"1216","Stenoperla prasina","Hydrobiosidae","10","Trichoptera","Hydrobiosidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1217","Anguilla","Hydrobiosis","2","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1218","Galaxias","Hydrobiosis","2","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1219","Gobiomorphus","Hydrobiosis","2","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1220","Salmo","Hydrobiosis","2","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1221","Anguilla dieffenbachii","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1222","Cheimarrichthys fosteri","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Perciformes","Cheimarrichthyidae","Cheimarrichthys",NA,"direct"
"1223","Galaxias southern","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1224","Galaxias brevipinnis","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1225","Galaxias vulgaris","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1226","Gobiomorphus breviceps","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1227","Gobiomorphus cotidianus","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1228","Salmo trutta","Hydrobiosis","5","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1229","Galaxias argenteus","Hydrobiosis","6","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1230","Paranephrops zealandicus","Hydrobiosis","11","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1231","Anguilla dieffenbachii","Hydrobiosis","12","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1232","Archichauliodes diversus","Hydrobiosis clavigera","10","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"1233","Stenoperla prasina","Hydrobiosis clavigera","10","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1234","Galaxias argenteus","Hydrobiosis spatulata","6","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1235","Galaxias argenteus","Hydrobiosis umbripennis","6","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1236","Galaxias","Hydrochorema","2","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1237","Gobiomorphus","Hydrochorema","2","Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1238","Archichauliodes diversus","Hydropsyche colonica","10","Trichoptera","Hydropsychidae","Hydropsyche",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"1239","Stenoperla prasina","Hydropsyche colonica","10","Trichoptera","Hydropsychidae","Hydropsyche",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1240","Anguilla dieffenbachii","Hyridella","12","Mollusca","Unionidae","Hyridella",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1241","Anguilla dieffenbachii","Ichthybotus","15","Ephemeroptera","Ephemeridae","Ichthybotus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1242","Paranephrops zealandicus","Isopod","11","Isopoda",NA,NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1243","Paranephrops zealandicus","Larsia","11","Diptera","Chironomidae","Larsia",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1244","Galaxias","Limonia","2","Diptera","Tipulidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1245","Gobiomorphus","Limonia","2","Diptera","Tipulidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1246","Anguilla dieffenbachii","Lymnaea","12","Mollusca","Lymnaeidae","Lymnaea",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1247","Anguilla","Maoridiamesa","2","Diptera","Chironomidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1248","Galaxias brevipinnis","Maoridiamesa","5","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1249","Galaxias vulgaris","Maoridiamesa","5","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1250","Gobiomorphus breviceps","Maoridiamesa","5","Diptera","Chironomidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1251","Gobiomorphus cotidianus","Maoridiamesa","5","Diptera","Chironomidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1252","Salmo trutta","Maoridiamesa","5","Diptera","Chironomidae",NA,NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1253","Paranephrops zealandicus","Maoridiamesa","11","Diptera","Chironomidae",NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1254","Paranephrops zealandicus","Megaleptoperla","11","Plecoptera","Gripopterygidae","Megaleptoperla",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1255","Anguilla australis","Microvelia","13","Hemiptera","Veliidae","Microvelia",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1256","Galaxias argenteus","Microvelia macgregori","6","Hemiptera","Veliidae","Microvelia",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1257","Paranephrops zealandicus","Mischoderus","11","Diptera","Tanyderidae","Mischoderus",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1258","Galaxias vulgaris","Muscidae","5","Diptera","Muscidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1259","Gobiomorphus cotidianus","Muscidae","5","Diptera","Muscidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1260","Galaxias argenteus","Muscidae","6","Diptera","Muscidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1261","Anguilla dieffenbachii","Muscidae","15","Diptera","Muscidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1262","Anguilla australis","Mutelidae","13","Mollusca","Mutelidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1263","Anguilla","Naonella","2","Diptera","Chironomidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1264","Paranephrops zealandicus","Naonella","11","Diptera","Chironomidae",NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1265","Deleatidium","Navicula","2","Naviculales","Naviculaceae","Navicula",NA,"Ephemeroptera","Leptophlebiidae","Deleatidium",NA,"direct"
"1266","Galaxias","Nematode","2","Nematoda",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1267","Gobiomorphus","Nematode","2","Nematoda",NA,NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1268","Salmo","Nematode","2","Nematoda",NA,NA,NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1269","Galaxias argenteus","Nematode","6","Nematoda",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1270","Paranephrops zealandicus","Nematode","11","Nematoda",NA,NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1271","Galaxias postvectis","Nematode","14","Nematoda",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1272","Galaxias","Nesameletus","2","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1273","Gobiomorphus","Nesameletus","2","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1274","Salmo","Nesameletus","2","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1275","Galaxias southern","Nesameletus","5","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1276","Galaxias vulgaris","Nesameletus","5","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1277","Gobiomorphus breviceps","Nesameletus","5","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1278","Salmo trutta","Nesameletus","5","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1279","Paranephrops zealandicus","Nesameletus","11","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1280","Gobiomorphus breviceps","Nesameletus","15","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,NA
"1281","Stenoperla prasina","Nesameletus ornatus","10","Ephemeroptera","Nesameletidae","Nesameletus",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1282","Galaxias","Neurochorema","2","Trichoptera","Hydrobiosidae","Neurochorema",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1283","Gobiomorphus","Neurochorema","2","Trichoptera","Hydrobiosidae","Neurochorema",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1284","Salmo","Neurochorema","2","Trichoptera","Hydrobiosidae","Neurochorema",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1285","Gobiomorphus breviceps","Neurochorema","5","Trichoptera","Hydrobiosidae","Neurochorema",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1286","Salmo trutta","Neurochorema","5","Trichoptera","Hydrobiosidae","Neurochorema",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1287","Anguilla dieffenbachii","Neuroptera","13","Neuroptera",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1288","Galaxias argenteus","Odonata","6","Odonata",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1289","Paranephrops zealandicus","Odonata","11","Odonata",NA,NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1290","Paranephrops zealandicus","Oecetis","11","Trichoptera","Leptoceridae",NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"1291","Anguilla dieffenbachii","Oecetis","12","Trichoptera","Leptoceridae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1292","Gobiomorphus","Oeconesus","2","Trichoptera","Oeconesidae","Oeconesus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1293","Salmo","Oeconesus","2","Trichoptera","Oeconesidae","Oeconesus",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1294","Anguilla dieffenbachii","Oeconesus","12","Trichoptera","Oeconesidae","Oeconesus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1295","Anguilla","Oligochaetae","2","Oligochaetae",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1296","Galaxias","Oligochaetae","2","Oligochaetae",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1297","Gobiomorphus","Oligochaetae","2","Oligochaetae",NA,NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1298","Gobiomorphus breviceps","Oligochaetae","5","Oligochaetae",NA,NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1299","Anguilla australis","Oligochaetae","13","Oligochaetae",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1300","Anguilla dieffenbachii","Oligochaetae","13","Oligochaetae",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1301","Galaxias postvectis","Oligochaetae","14","Oligochaetae",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1302","Anguilla australis","Oligochaetae","15","Oligochaetae",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1303","Anguilla dieffenbachii","Oligochaetae","15","Oligochaetae",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1304","Anguilla","Olinga","2","Trichoptera","Conoesucidae","Olinga",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1305","Galaxias","Olinga","2","Trichoptera","Conoesucidae","Olinga",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1306","Gobiomorphus","Olinga","2","Trichoptera","Conoesucidae","Olinga",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1307","Salmo trutta","Olinga","5","Trichoptera","Conoesucidae","Olinga",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1308","Hudsonema aliena","Olinga","8","Trichoptera","Conoesucidae","Olinga",NA,"Trichoptera","Leptoceridae","Hudsonema",NA,NA
"1309","Anguilla dieffenbachii","Olinga","12","Trichoptera","Conoesucidae","Olinga",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1310","Galaxias postvectis","Olinga","14","Trichoptera","Conoesucidae","Olinga",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1311","Anguilla dieffenbachii","Olinga","15","Trichoptera","Conoesucidae","Olinga",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1312","Galaxias argenteus","Olinga feredayi","6","Trichoptera","Conoesucidae","Olinga",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1313","Archichauliodes diversus","Olinga feredayi","10","Trichoptera","Conoesucidae","Olinga",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"1314","Galaxias argenteus","Oniscigaster wakefieldi","6","Ephemeroptera","Oniscigastridae","Oniscigaster",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1315","Stenoperla","Orthocladiinae","2","Diptera","Chironomidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"1316","Cheimarrichthys fosteri","Orthocladiinae","5","Diptera","Chironomidae",NA,NA,"Perciformes","Cheimarrichthyidae","Cheimarrichthys",NA,"direct"
"1317","Gobiomorphus breviceps","Orthocladiinae","5","Diptera","Chironomidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1318","Salmo trutta","Orthocladiinae","5","Diptera","Chironomidae",NA,NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1319","Galaxias southern","Orthocladinae","5","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1320","Galaxias brevipinnis","Orthocladinae","5","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1321","Galaxias vulgaris","Orthocladinae","5","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1322","Stenoperla","Orthopsyche","4","Trichoptera","Hydropsychidae","Orthopsyche",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"1323","Anguilla","Oxyethira","2","Trichoptera","Hydroptilidae","Oxyethira",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1324","Galaxias","Oxyethira","2","Trichoptera","Hydroptilidae","Oxyethira",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1325","Gobiomorphus","Oxyethira","2","Trichoptera","Hydroptilidae","Oxyethira",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1326","Salmo","Oxyethira","2","Trichoptera","Hydroptilidae","Oxyethira",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1327","Galaxias postvectis","Oxyethira","14","Trichoptera","Hydroptilidae","Oxyethira",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1328","Gobiomorphus huttoni","Oxyethira","15","Trichoptera","Hydroptilidae","Oxyethira",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,NA
"1329","Galaxias brevipinnis","Oxyethira albiceps","5","Trichoptera","Hydroptilidae","Oxyethira",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1330","Gobiomorphus breviceps","Oxyethira albiceps","5","Trichoptera","Hydroptilidae","Oxyethira",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
